pygame 1.9.6
Hello from the pygame community. https://www.pygame.org/contribute.html
graphic output! Epoch:10
100-game average 0.653125
graphic output! Epoch:20
100-game average 0.5752840909090909
         94048537 function calls (93918129 primitive calls) in 70.373 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
    14257    0.004    0.000    0.006    0.000 sequential.py:126(<genexpr>)
      511    0.002    0.000    0.006    0.000 callbacks.py:736(on_epoch_begin)
        1    0.000    0.000    0.006    0.006 specifiers.py:275(Specifier)
    10479    0.003    0.000    0.006    0.000 tf_decorator.py:112(_has_tf_decorator_attr)
        1    0.000    0.000    0.006    0.006 config_pb2.py:4(<module>)
      284    0.001    0.000    0.006    0.000 <frozen importlib._bootstrap_external>:1404(_fill_cache)
        2    0.000    0.000    0.006    0.003 weights_broadcast_ops.py:63(assert_broadcastable)
        1    0.000    0.000    0.006    0.006 connectionpool.py:1(<module>)
        8    0.000    0.000    0.006    0.001 backend.py:5135(bias_add)
      511    0.000    0.000    0.006    0.000 training_arrays.py:528(_make_execution_function)
        1    0.000    0.000    0.006    0.006 math_ops.py:3264(reduced_shape)
      831    0.004    0.000    0.006    0.000 training_utils.py:147(aggregate)
        8    0.000    0.000    0.006    0.001 base_layer.py:430(from_config)
     9240    0.004    0.000    0.006    0.000 dtypes.py:686(as_dtype)
    29827    0.006    0.000    0.006    0.000 {built-in method builtins.min}
 2842/497    0.001    0.000    0.006    0.000 abc.py:141(__subclasscheck__)
        1    0.000    0.000    0.006    0.006 basic_session_run_hooks.py:20(<module>)
       12    0.000    0.000    0.006    0.000 backend.py:630(_constant_to_tensor)
    43021    0.006    0.000    0.006    0.000 {method 'startswith' of 'str' objects}
      612    0.001    0.000    0.006    0.000 fromnumeric.py:2189(any)
     2560    0.001    0.000    0.006    0.000 game.py:65(random_direction)
  211/188    0.000    0.000    0.006    0.000 __init__.py:31(__getattr__)
        1    0.000    0.000    0.006    0.006 platform.py:1121(machine)
      283    0.002    0.000    0.006    0.000 <frozen importlib._bootstrap_external>:1190(_path_hooks)
        1    0.000    0.000    0.006    0.006 platform.py:946(uname)
        2    0.000    0.000    0.006    0.003 convolutional.py:195(call)
        1    0.000    0.000    0.006    0.006 nn.py:20(<module>)
 2842/497    0.005    0.000    0.006    0.000 {built-in method _abc._abc_subclasscheck}
       83    0.000    0.000    0.006    0.000 lines.py:1021(get_path)
        1    0.000    0.000    0.006    0.006 platform.py:803(_syscmd_uname)
      513    0.002    0.000    0.006    0.000 monitoring.py:326(get_cell)
        1    0.000    0.000    0.005    0.005 api.py:15(<module>)
        1    0.000    0.000    0.005    0.005 group.py:12(<module>)
      511    0.001    0.000    0.005    0.000 training.py:2274(_make_execution_function)
        3    0.002    0.001    0.005    0.002 tf_utils.py:95(get_reachable_from_inputs)
      903    0.002    0.000    0.005    0.000 copy.py:66(copy)
      609    0.001    0.000    0.005    0.000 rcsetup.py:374(validate_color)
     1005    0.001    0.000    0.005    0.000 ops.py:5806(inside_function)
      746    0.003    0.000    0.005    0.000 ops.py:3227(_add_op)
     1880    0.001    0.000    0.005    0.000 _asarray.py:88(asanyarray)
       24    0.000    0.000    0.005    0.000 rcsetup.py:879(validate_cycler)
        1    0.000    0.000    0.005    0.005 gen_dataset_ops.py:5(<module>)
        1    0.000    0.000    0.005    0.005 axis.py:3(<module>)
        1    0.000    0.000    0.005    0.005 pyparsing.py:6381(pyparsing_common)
        2    0.000    0.000    0.005    0.003 backend.py:3720(<genexpr>)
       36    0.000    0.000    0.005    0.000 axis.py:332(_apply_params)
      247    0.000    0.000    0.005    0.000 fromnumeric.py:55(_wrapfunc)
      511    0.004    0.000    0.005    0.000 generic_utils.py:483(make_batches)
        6    0.000    0.000    0.005    0.001 _base.py:2388(autoscale_view)
  348/170    0.000    0.000    0.005    0.000 _base.py:736(get_yaxis_transform)
       82    0.000    0.000    0.005    0.000 docstring.py:113(dedent_interpd)
     1074    0.001    0.000    0.005    0.000 backend.py:466(get_graph)
      624    0.001    0.000    0.005    0.000 markers.py:245(_recache)
      221    0.001    0.000    0.005    0.000 font_manager.py:620(__init__)
     5768    0.004    0.000    0.005    0.000 ops.py:5454(get_controller)
     1982    0.003    0.000    0.005    0.000 <frozen importlib._bootstrap_external>:438(_classify_pyc)
 2350/687    0.004    0.000    0.005    0.000 sre_parse.py:174(getwidth)
        1    0.000    0.000    0.005    0.005 cookiejar.py:26(<module>)
        2    0.000    0.000    0.005    0.003 nn_grad.py:569(_Conv2DGrad)
       30    0.000    0.000    0.005    0.000 __init__.py:772(__init__)
       12    0.000    0.000    0.005    0.000 _base.py:2425(handle_single_axis)
        1    0.000    0.000    0.005    0.005 core.py:570(call)
      511    0.001    0.000    0.005    0.000 callbacks.py:134(set_callback_parameters)
     1627    0.002    0.000    0.005    0.000 {built-in method _pywrap_tensorflow_internal.TF_NewBuffer}
        2    0.000    0.000    0.005    0.003 saved_model.py:16(<module>)
    17728    0.005    0.000    0.005    0.000 <frozen importlib._bootstrap>:222(_verbose_message)
        1    0.000    0.000    0.005    0.005 backend_gtk3agg.py:22(on_draw_event)
      188    0.000    0.000    0.005    0.000 __init__.py:2565(__init__)
       36    0.000    0.000    0.005    0.000 __init__.py:1494(_add_data_doc)
      584    0.000    0.000    0.005    0.000 ops.py:390(shape)
       13    0.000    0.000    0.005    0.000 enum.py:633(_convert)
      302    0.001    0.000    0.005    0.000 <__array_function__ internals>:2(partition)
     2866    0.004    0.000    0.005    0.000 _collections_abc.py:742(__iter__)
  357/175    0.000    0.000    0.005    0.000 _base.py:660(get_xaxis_transform)
        1    0.000    0.000    0.005    0.005 control_flow_ops.py:2923(<listcomp>)
        6    0.000    0.000    0.005    0.001 control_flow_ops.py:319(_SwitchRefOrTensor)
        1    0.000    0.000    0.005    0.005 __init__.py:124(<module>)
      116    0.000    0.000    0.005    0.000 ragged_dispatch.py:504(_ragged_op_signature)
        2    0.000    0.000    0.005    0.002 __init__.py:21(<module>)
        5    0.000    0.000    0.005    0.001 gen_array_ops.py:10854(tile)
        2    0.000    0.000    0.005    0.002 save.py:15(<module>)
        1    0.000    0.000    0.005    0.005 math_grad.py:1017(_SubGrad)
        1    0.000    0.000    0.005    0.005 conversion.py:15(<module>)
      522    0.001    0.000    0.005    0.000 training_utils.py:1531(get_static_batch_size)
        5    0.000    0.000    0.005    0.001 core.py:65(use)
      180    0.000    0.000    0.005    0.000 artist.py:1064(set)
        2    0.000    0.000    0.005    0.002 math_grad.py:62(_SumGrad)
      220    0.001    0.000    0.005    0.000 ops.py:452(_c_api_shape)
      230    0.000    0.000    0.005    0.000 rcsetup.py:68(f)
      769    0.000    0.000    0.005    0.000 lock_util.py:126(__exit__)
       40    0.000    0.000    0.005    0.000 axis.py:798(_set_scale)
        1    0.000    0.000    0.005    0.005 core.py:93(call)
       10    0.000    0.000    0.005    0.000 gen_math_ops.py:6591(neg)
      491    0.002    0.000    0.005    0.000 training_utils.py:122(create)
      769    0.000    0.000    0.005    0.000 lock_util.py:123(__enter__)
      124    0.000    0.000    0.005    0.000 __init__.py:2191(_handle_ns)
        5    0.000    0.000    0.005    0.001 core.py:61(_apply_style)
     2217    0.001    0.000    0.005    0.000 re.py:170(match)
        1    0.000    0.000    0.005    0.005 control_flow_ops.py:2911(<listcomp>)
        1    0.000    0.000    0.005    0.005 py3k.py:4(<module>)
        6    0.000    0.000    0.005    0.001 control_flow_ops.py:363(merge)
        6    0.000    0.000    0.005    0.001 gen_random_ops.py:768(random_uniform)
     4729    0.005    0.000    0.005    0.000 {method 'match' of 're.Pattern' objects}
      287    0.001    0.000    0.005    0.000 overrides.py:72(verify_matching_signatures)
        1    0.000    0.000    0.005    0.005 _pickle.py:1(<module>)
      580    0.001    0.000    0.005    0.000 registry.py:44(register)
        7    0.000    0.000    0.005    0.001 random_ops.py:38(_ShapeTensor)
        6    0.000    0.000    0.004    0.001 control_flow_ops.py:284(switch)
        1    0.000    0.000    0.004    0.004 npyio.py:1(<module>)
        4    0.000    0.000    0.004    0.001 array_ops.py:1651(transpose)
  379/326    0.000    0.000    0.004    0.000 optimizer_v2.py:529(__getattribute__)
      511    0.002    0.000    0.004    0.000 generic_utils.py:328(__init__)
        2    0.000    0.000    0.004    0.002 tensor_array_ops.py:1164(read)
        2    0.000    0.000    0.004    0.002 tensor_array_ops.py:265(read)
        4    0.000    0.000    0.004    0.001 gen_math_ops.py:5125(less)
      109    0.000    0.000    0.004    0.000 <__array_function__ internals>:2(prod)
     1492    0.004    0.000    0.004    0.000 {method 'ByteSize' of 'google.protobuf.pyext._message.CMessage' objects}
       40    0.000    0.000    0.004    0.000 scale.py:86(set_default_locators_and_formatters)
        1    0.000    0.000    0.004    0.004 linalg.py:10(<module>)
     6349    0.002    0.000    0.004    0.000 pywrap_tensorflow_internal.py:2447(IsSequence)
      606    0.000    0.000    0.004    0.000 colors.py:120(is_color_like)
        1    0.000    0.000    0.004    0.004 gen_experimental_dataset_ops.py:5(<module>)
      759    0.001    0.000    0.004    0.000 ops.py:2422(<listcomp>)
        1    0.000    0.000    0.004    0.004 image_grad.py:15(<module>)
        2    0.000    0.000    0.004    0.002 gen_data_flow_ops.py:7222(tensor_array_read_v3)
    47038    0.004    0.000    0.004    0.000 {method 'rstrip' of 'str' objects}
    17721    0.004    0.000    0.004    0.000 enum.py:526(__new__)
       71    0.000    0.000    0.004    0.000 module.py:95(get_interfaces_for_object)
     5768    0.004    0.000    0.004    0.000 context.py:516(_mode)
        1    0.000    0.000    0.004    0.004 affine_transformations.py:2(<module>)
        1    0.000    0.000    0.004    0.004 os.py:978(popen)
        7    0.000    0.000    0.004    0.001 gen_math_ops.py:10820(sub)
     2996    0.001    0.000    0.004    0.000 pywrap_tensorflow_internal.py:2461(IsSequenceOrComposite)
      376    0.002    0.000    0.004    0.000 colors.py:185(_to_rgba_no_colorcycle)
        1    0.000    0.000    0.004    0.004 layers.py:17(<module>)
        1    0.000    0.000    0.004    0.004 mathtext.py:16(<module>)
      746    0.001    0.000    0.004    0.000 ops.py:2036(<listcomp>)
       24    0.000    0.000    0.004    0.000 ticker.py:680(set_locs)
     1385    0.004    0.000    0.004    0.000 {built-in method _pywrap_tensorflow_internal.TF_SetAttrValueProto}
        2    0.000    0.000    0.004    0.002 function_base.py:1(<module>)
      769    0.002    0.000    0.004    0.000 lock_util.py:86(acquire)
        1    0.000    0.000    0.004    0.004 optimizer_v2.py:611(iterations)
        4    0.000    0.000    0.004    0.001 gen_array_ops.py:11011(transpose)
      112    0.000    0.000    0.004    0.000 transforms.py:1950(rotate_deg_around)
        1    0.000    0.000    0.004    0.004 font_manager.py:14(<module>)
      109    0.000    0.000    0.004    0.000 fromnumeric.py:2792(prod)
        1    0.000    0.000    0.004    0.004 subprocess.py:681(__init__)
        1    0.000    0.000    0.004    0.004 gen_sparse_ops.py:5(<module>)
      769    0.002    0.000    0.004    0.000 lock_util.py:96(release)
        1    0.000    0.000    0.004    0.004 profiler.py:16(<module>)
        4    0.000    0.000    0.004    0.001 base_layer.py:1151(get_losses_for)
     3965    0.003    0.000    0.004    0.000 <frozen importlib._bootstrap_external>:62(_path_split)
        1    0.000    0.000    0.004    0.004 subprocess.py:1412(_execute_child)
        1    0.000    0.000    0.004    0.004 category.py:12(<module>)
      151    0.004    0.000    0.004    0.000 training_utils.py:100(aggregate)
       22    0.000    0.000    0.004    0.000 network.py:426(_track_layers)
       39    0.000    0.000    0.004    0.000 axis.py:425(_get_text1)
        1    0.000    0.000    0.004    0.004 base.py:1(<module>)
        6    0.000    0.000    0.004    0.001 gen_control_flow_ops.py:893(switch)
        2    0.000    0.000    0.004    0.002 losses.py:205(call)
        1    0.000    0.000    0.004    0.004 fromnumeric.py:3(<module>)
        6    0.000    0.000    0.004    0.001 gen_control_flow_ops.py:398(merge)
       65    0.000    0.000    0.004    0.000 array_ops.py:1132(_autopacking_conversion_function)
      302    0.001    0.000    0.004    0.000 fromnumeric.py:657(partition)
     1928    0.002    0.000    0.004    0.000 dtypes.py:240(is_compatible_with)
      126    0.000    0.000    0.004    0.000 transforms.py:1470(transform_point)
      124    0.000    0.000    0.004    0.000 control_flow_util.py:45(IsInXLAContext)
       94    0.000    0.000    0.004    0.000 __init__.py:2290(fixup_namespace_packages)
     2757    0.003    0.000    0.004    0.000 <frozen importlib._bootstrap>:176(cb)
        2    0.000    0.000    0.004    0.002 dtypes.py:15(<module>)
        1    0.000    0.000    0.004    0.004 saver.py:21(<module>)
        1    0.000    0.000    0.004    0.004 summary_ops_v2.py:16(<module>)
        1    0.000    0.000    0.004    0.004 utils.py:2(<module>)
        6    0.000    0.000    0.004    0.001 gen_array_ops.py:3547(fill)
        1    0.001    0.001    0.004    0.004 font_manager.py:1240(_findfont_cached)
        1    0.000    0.000    0.004    0.004 estimator.py:16(<module>)
       15    0.000    0.000    0.004    0.000 enum.py:389(_create_)
        1    0.000    0.000    0.004    0.004 reader.py:18(<module>)
      284    0.000    0.000    0.004    0.000 <frozen importlib._bootstrap_external>:1445(path_hook_for_FileFinder)
        1    0.000    0.000    0.004    0.004 defchararray.py:17(<module>)
    31249    0.004    0.000    0.004    0.000 {method 'getrandbits' of '_random.Random' objects}
        1    0.000    0.000    0.004    0.004 utils.py:5(<module>)
        1    0.000    0.000    0.004    0.004 reader.py:45(Reader)
        7    0.000    0.000    0.004    0.001 metadata.py:15(<module>)
        1    0.000    0.000    0.004    0.004 compilation_result_pb2.py:5(<module>)
     1982    0.002    0.000    0.004    0.000 <frozen importlib._bootstrap_external>:471(_validate_timestamp_pyc)
      746    0.001    0.000    0.004    0.000 ops.py:4561(_apply_device_functions)
        7    0.000    0.000    0.004    0.001 gen_array_ops.py:791(broadcast_gradient_args)
      504    0.002    0.000    0.004    0.000 artist.py:74(__init__)
     1437    0.001    0.000    0.004    0.000 pywrap_tensorflow_internal.py:1399(<lambda>)
        5    0.000    0.000    0.004    0.001 control_flow_ops.py:3598(group)
        1    0.000    0.000    0.004    0.004 _defines.py:19(<module>)
       25    0.000    0.000    0.004    0.000 axis.py:1374(_copy_tick_props)
        1    0.000    0.000    0.004    0.004 deprecation.py:16(<module>)
     2112    0.001    0.000    0.004    0.000 colors.py:115(_is_nth_color)
        1    0.000    0.000    0.004    0.004 gen_image_ops.py:5(<module>)
      2/1    0.000    0.000    0.004    0.004 backend_gtk3.py:392(destroy)
        1    0.000    0.000    0.004    0.004 __init__.py:876(rc_params)
        1    0.000    0.000    0.004    0.004 special_math_ops.py:18(<module>)
      2/1    0.000    0.000    0.004    0.004 _pylab_helpers.py:41(destroy)
      160    0.002    0.000    0.004    0.000 types.py:53(_setup_methods)
        1    0.000    0.000    0.004    0.004 inspect.py:27(<module>)
      566    0.000    0.000    0.004    0.000 re.py:185(sub)
     6060    0.002    0.000    0.004    0.000 pywrap_tensorflow_internal.py:2505(IsAttrs)
        1    0.000    0.000    0.004    0.004 tracking.py:1(<module>)
        6    0.000    0.000    0.004    0.001 control_flow_ops.py:557(_AddNextAndBackEdge)
        1    0.000    0.000    0.004    0.004 backend_gtk3.py:427(_get_toolbar)
        1    0.000    0.000    0.004    0.004 backend_gtk3.py:461(__init__)
        1    0.000    0.000    0.004    0.004 config_pb2.py:5(<module>)
     8938    0.003    0.000    0.004    0.000 <frozen importlib._bootstrap>:859(__exit__)
     6060    0.004    0.000    0.004    0.000 {built-in method _pywrap_tensorflow_internal.IsNamedtuple}
       38    0.000    0.000    0.004    0.000 axis.py:543(_get_text1)
      162    0.000    0.000    0.004    0.000 types.py:252(mro)
        1    0.000    0.000    0.004    0.004 control_flow_ops.py:2877(<listcomp>)
        1    0.000    0.000    0.004    0.004 distribute_coordinator.py:15(<module>)
      174    0.000    0.000    0.004    0.000 rcsetup.py:90(<listcomp>)
        1    0.000    0.000    0.004    0.004 image.py:4(<module>)
        1    0.000    0.000    0.004    0.004 _tpu_estimator_embedding.py:15(<module>)
     1306    0.001    0.000    0.004    0.000 backend.py:660(is_sparse)
      511    0.002    0.000    0.004    0.000 training_utils.py:1424(__init__)
    34372    0.004    0.000    0.004    0.000 {method 'lstrip' of 'str' objects}
      237    0.000    0.000    0.004    0.000 lines.py:1243(set_markerfacecolor)
      898    0.004    0.000    0.004    0.000 {method 'sub' of 're.Pattern' objects}
        2    0.000    0.000    0.004    0.002 array_ops.py:1979(ones_like)
