pygame 1.9.6
Hello from the pygame community. https://www.pygame.org/contribute.html
graphic output! Epoch:10
100-game average 0.51640625
graphic output! Epoch:20
100-game average 0.44673295454545453
         83844654 function calls (83704403 primitive calls) in 91.021 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        4    0.000    0.000    0.120    0.030 __init__.py:17(<module>)
        4    0.000    0.000    0.119    0.030 __init__.py:20(<module>)
    14071    0.115    0.000    0.118    0.000 {built-in method numpy.array}
        1    0.000    0.000    0.117    0.117 optimizer_v2.py:490(get_updates)
   243/21    0.000    0.000    0.114    0.005 __init__.py:109(import_module)
   243/21    0.000    0.000    0.114    0.005 <frozen importlib._bootstrap>:994(_gcd_import)
      9/2    0.000    0.000    0.114    0.057 pyplot.py:182(switch_backend)
    50/31    0.000    0.000    0.112    0.004 variables.py:257(__call__)
        2    0.000    0.000    0.112    0.056 pywrap_tensorflow.py:15(<module>)
      803    0.005    0.000    0.112    0.000 tf_inspect.py:260(getcallargs)
       19    0.000    0.000    0.112    0.006 base.py:604(_add_variable_with_custom_getter)
        2    0.000    0.000    0.110    0.055 __init__.py:27(<module>)
        2    0.000    0.000    0.110    0.055 pyplot.py:426(figure)
        1    0.000    0.000    0.110    0.110 backend_bases.py:3253(new_figure_manager)
        2    0.000    0.000    0.110    0.055 recurrent.py:2172(_compute_carry_and_output)
        1    0.000    0.000    0.110    0.110 backend_bases.py:3263(new_figure_manager_given_figure)
        1    0.000    0.000    0.110    0.110 __init__.py:106(<module>)
        1    0.000    0.000    0.109    0.109 pywrap_tensorflow_internal.py:11(<module>)
        1    0.000    0.000    0.109    0.109 importer.py:15(<module>)
       19    0.000    0.000    0.108    0.006 base_layer_utils.py:64(make_variable)
        1    0.000    0.000    0.108    0.108 function.py:19(<module>)
        6    0.000    0.000    0.106    0.018 axis.py:1195(draw)
        1    0.000    0.000    0.106    0.106 graph_pb2.py:5(<module>)
       19    0.000    0.000    0.106    0.006 variables.py:181(_variable_v1_call)
       19    0.000    0.000    0.106    0.006 variables.py:198(<lambda>)
       19    0.000    0.000    0.106    0.006 variable_scope.py:2455(default_variable_creator)
       19    0.000    0.000    0.105    0.006 resource_variable_ops.py:361(__init__)
       19    0.001    0.000    0.105    0.006 resource_variable_ops.py:471(_init_from_args)
     2531    0.002    0.000    0.105    0.000 <frozen importlib._bootstrap_external>:1272(find_spec)
      499    0.001    0.000    0.105    0.000 training.py:1080(reset_metrics)
        1    0.000    0.000    0.104    0.104 pywrap_tensorflow_internal.py:13(swig_import_helper)
        1    0.000    0.000    0.104    0.104 imp.py:219(load_module)
        1    0.000    0.000    0.104    0.104 imp.py:330(load_dynamic)
        1    0.000    0.000    0.104    0.104 <frozen importlib._bootstrap>:686(_load)
       11    0.000    0.000    0.104    0.009 base_layer.py:1859(_maybe_build)
     2531    0.006    0.000    0.103    0.000 <frozen importlib._bootstrap_external>:1240(_get_spec)
10503/1466    0.022    0.000    0.103    0.000 base_layer.py:2029(_gather_children_attribute)
14571/7359    0.014    0.000    0.102    0.000 contextlib.py:107(__enter__)
      998    0.002    0.000    0.101    0.000 training.py:366(metrics)
 9980/998    0.005    0.000    0.099    0.000 base_layer.py:937(metrics)
        2    0.000    0.000    0.098    0.049 __init__.py:18(<module>)
       15    0.000    0.000    0.097    0.006 base_layer.py:265(add_weight)
        1    0.000    0.000    0.097    0.097 __init__.py:33(<module>)
     5066    0.003    0.000    0.095    0.000 _asarray.py:16(asarray)
113516/113258    0.040    0.000    0.093    0.000 {built-in method builtins.getattr}
        1    0.000    0.000    0.092    0.092 control_flow_ops.py:3235(while_loop)
     3317    0.010    0.000    0.092    0.000 nest.py:395(pack_sequence_as)
        1    0.000    0.000    0.091    0.091 control_flow_ops.py:2989(BuildLoop)
     3227    0.021    0.000    0.091    0.000 <frozen importlib._bootstrap_external>:1356(find_spec)
      419    0.004    0.000    0.091    0.000 training.py:2413(_standardize_user_data)
        1    0.000    0.000    0.091    0.091 control_flow_ops.py:2864(_BuildLoop)
1253/1219    0.004    0.000    0.087    0.000 ops.py:1152(internal_convert_to_tensor)
        1    0.000    0.000    0.087    0.087 optimizer_v2.py:375(get_gradients)
        1    0.000    0.000    0.087    0.087 gradients_impl.py:43(gradients)
        1    0.001    0.001    0.087    0.087 gradients_util.py:546(_GradientsHelper)
        2    0.000    0.000    0.086    0.043 control_flow.py:15(<module>)
     6560    0.025    0.000    0.086    0.000 ops.py:5644(get_controller)
     3549    0.004    0.000    0.084    0.000 re.py:271(_compile)
      182    0.000    0.000    0.084    0.000 constant_op.py:183(constant)
      182    0.002    0.000    0.083    0.000 constant_op.py:249(_constant_impl)
        1    0.000    0.000    0.083    0.083 backend_gtk3agg.py:12(__init__)
        1    0.083    0.083    0.083    0.083 backend_gtk3.py:168(__init__)
    50451    0.036    0.000    0.082    0.000 object_identity.py:121(__contains__)
     1920    0.008    0.000    0.081    0.000 nest.py:453(map_structure)
        1    0.000    0.000    0.080    0.080 convnet_ai.py:110(save)
        1    0.000    0.000    0.080    0.080 network.py:1167(save)
        1    0.000    0.000    0.080    0.080 save.py:46(save_model)
        1    0.000    0.000    0.080    0.080 hdf5_format.py:45(save_model_to_hdf5)
    50451    0.029    0.000    0.080    0.000 object_identity.py:127(add)
        1    0.000    0.000    0.080    0.080 multi_gpu_utils.py:15(<module>)
      300    0.001    0.000    0.077    0.000 sre_compile.py:759(compile)
       10    0.000    0.000    0.077    0.008 backend.py:2992(batch_get_value)
        1    0.000    0.000    0.076    0.076 colorbar.py:20(<module>)
        1    0.000    0.000    0.076    0.076 __init__.py:83(<module>)
       41    0.000    0.000    0.072    0.002 gradients_util.py:388(_MaybeCompile)
       41    0.000    0.000    0.071    0.002 gradients_util.py:731(<lambda>)
     1289    0.001    0.000    0.071    0.000 training.py:387(run_eagerly)
     1312    0.002    0.000    0.071    0.000 sequential.py:124(dynamic)
    27/17    0.000    0.000    0.070    0.004 <frozen importlib._bootstrap>:634(_load_backward_compatible)
        1    0.000    0.000    0.069    0.069 backend_gtk3agg.py:1(<module>)
      261    0.000    0.000    0.068    0.000 re.py:232(compile)
        1    0.000    0.000    0.068    0.068 template.py:15(<module>)
        2    0.000    0.000    0.067    0.034 util.py:1(<module>)
        2    0.000    0.000    0.067    0.034 backend.py:3183(_make_callable)
        2    0.000    0.000    0.067    0.033 session.py:1478(_make_callable_from_options)
        2    0.000    0.000    0.067    0.033 session.py:1439(__init__)
        2    0.067    0.033    0.067    0.033 {built-in method _pywrap_tensorflow_internal.TF_SessionMakeCallable}
        1    0.000    0.000    0.066    0.066 graph_view.py:1(<module>)
        1    0.000    0.000    0.065    0.065 optimizer.py:16(<module>)
        1    0.003    0.003    0.065    0.065 backend_gtk3.py:1(<module>)
    78/70    0.001    0.000    0.065    0.001 axis.py:56(__init__)
     1150    0.001    0.000    0.064    0.000 tf_export.py:383(kwarg_only)
        1    0.000    0.000    0.063    0.063 control_flow_ops.py:3456(<lambda>)
        1    0.000    0.000    0.062    0.062 batching.py:15(<module>)
        1    0.000    0.000    0.062    0.062 backend.py:3770(_step)
     3160    0.055    0.000    0.061    0.000 inspect.py:2750(__init__)
        1    0.000    0.000    0.061    0.061 dataset_ops.py:15(<module>)
      130    0.000    0.000    0.060    0.000 constant_op.py:302(_constant_tensor_conversion_function)
       11    0.000    0.000    0.060    0.005 artist.py:1578(kwdoc)
       23    0.000    0.000    0.060    0.003 gen_math_ops.py:5872(mat_mul)
       12    0.001    0.000    0.058    0.005 axis.py:1074(_update_ticks)
     1223    0.002    0.000    0.057    0.000 tf_inspect.py:98(getargspec)
        1    0.000    0.000    0.056    0.056 resource_variable_ops.py:15(<module>)
       16    0.000    0.000    0.056    0.004 backend.py:1565(dot)
        1    0.001    0.001    0.056    0.056 hdf5_format.py:670(save_weights_to_hdf5_group)
       16    0.000    0.000    0.055    0.003 math_ops.py:2458(matmul)
     2789    0.002    0.000    0.055    0.000 <frozen importlib._bootstrap>:147(__enter__)
3638/3190    0.009    0.000    0.055    0.000 nest.py:363(_packed_nest_with_indices)
        1    0.000    0.000    0.053    0.053 figure.py:12(<module>)
     1223    0.002    0.000    0.052    0.000 tf_inspect.py:55(_getargspec)
     12/3    0.000    0.000    0.052    0.017 importer.py:121(load_module)
     1330    0.018    0.000    0.052    0.000 utils.py:1142(_median_nancheck)
      279    0.000    0.000    0.051    0.000 ops.py:1090(convert_to_tensor_v2)
        1    0.000    0.000    0.051    0.051 input_layer.py:17(<module>)
   100902    0.033    0.000    0.050    0.000 object_identity.py:118(_wrap_key)
    12/11    0.001    0.000    0.050    0.005 __init__.py:75(load_overrides)
      275    0.000    0.000    0.050    0.000 ops.py:1030(convert_to_tensor)
      746    0.008    0.000    0.050    0.000 ops.py:1824(_create_c_op)
        1    0.000    0.000    0.050    0.050 distributed_training_utils.py:15(<module>)
      419    0.001    0.000    0.048    0.000 training_utils.py:181(get_progbar)
        1    0.000    0.000    0.047    0.047 _subplots.py:1(<module>)
19540/10501    0.004    0.000    0.047    0.000 base_layer.py:2039(<genexpr>)
     5494    0.046    0.000    0.047    0.000 <frozen importlib._bootstrap>:78(acquire)
       11    0.001    0.000    0.046    0.004 artist.py:1349(pprint_setters)
        3    0.000    0.000    0.046    0.015 _base.py:960(cla)
       16    0.000    0.000    0.046    0.003 base_layer_utils.py:135(<lambda>)
      300    0.001    0.000    0.046    0.000 sre_parse.py:913(parse)
14571/7370    0.013    0.000    0.045    0.000 contextlib.py:116(__exit__)
        2    0.000    0.000    0.044    0.022 iterator_ops.py:15(<module>)
  853/300    0.002    0.000    0.044    0.000 sre_parse.py:411(_parse_sub)
        2    0.000    0.000    0.043    0.021 __init__.py:3233(_call_aside)
        1    0.000    0.000    0.043    0.043 __init__.py:3250(_initialize_master_working_set)
 1110/317    0.016    0.000    0.043    0.000 sre_parse.py:469(_parse)
        1    0.000    0.000    0.042    0.042 array_ops.py:16(<module>)
        1    0.000    0.000    0.042    0.042 io_utils.py:16(<module>)
        1    0.000    0.000    0.042    0.042 __init__.py:13(<module>)
        1    0.000    0.000    0.042    0.042 backend_qt5agg.py:3(<module>)
        9    0.001    0.000    0.042    0.005 backend_gtk3agg.py:22(on_draw_event)
    50517    0.022    0.000    0.041    0.000 layer_utils.py:27(is_layer)
        1    0.000    0.000    0.041    0.041 optimizer_v2.py:713(set_weights)
     1103    0.003    0.000    0.041    0.000 ops.py:6464(__enter__)
       20    0.000    0.000    0.041    0.002 train.py:42(__init__)
       20    0.003    0.000    0.040    0.002 train.py:45(<listcomp>)
     1330    0.002    0.000    0.040    0.000 <__array_function__ internals>:2(mean)
     8147    0.005    0.000    0.039    0.000 nest.py:147(_yield_value)
     2560    0.010    0.000    0.038    0.000 game.py:15(__init__)
       21    0.000    0.000    0.037    0.002 session.py:1372(_extend_graph)
        6    0.000    0.000    0.037    0.006 pyplot.py:2792(plot)
        3    0.000    0.000    0.037    0.012 tf_utils.py:290(wrapper)
    14571    0.010    0.000    0.036    0.000 contextlib.py:237(helper)
        1    0.000    0.000    0.036    0.036 backend_gtk3.py:305(idle_draw)
       21    0.036    0.002    0.036    0.002 {built-in method _pywrap_tensorflow_internal.ExtendSession}
        1    0.000    0.000    0.036    0.036 backend_gtk3agg.py:73(draw)
     1330    0.006    0.000    0.036    0.000 fromnumeric.py:3153(mean)
        3    0.000    0.000    0.036    0.012 core.py:998(build)
        1    0.000    0.000    0.036    0.036 backend_gtk3agg.py:19(_render_figure)
        1    0.000    0.000    0.036    0.036 contour.py:3(<module>)
       15    0.000    0.000    0.036    0.002 array_ops.py:538(_slice_helper)
       65    0.001    0.000    0.036    0.001 gen_resource_variable_ops.py:545(read_variable_op)
     9483    0.006    0.000    0.036    0.000 ops.py:6015(get_default_graph)
      335    0.020    0.000    0.036    0.000 __init__.py:316(namedtuple)
        1    0.000    0.000    0.035    0.035 callbacks.py:17(<module>)
        2    0.000    0.000    0.035    0.018 __init__.py:41(<module>)
    95/79    0.000    0.000    0.035    0.000 <frozen importlib._bootstrap_external>:1048(exec_module)
       16    0.000    0.000    0.035    0.002 __init__.py:611(add_entry)
    95/79    0.005    0.000    0.035    0.000 {built-in method _imp.exec_dynamic}
      240    0.004    0.000    0.035    0.000 lines.py:273(__init__)
    17051    0.020    0.000    0.035    0.000 inspect.py:2467(__init__)
     8147    0.011    0.000    0.034    0.000 nest.py:152(_yield_sorted_items)
        9    0.000    0.000    0.034    0.004 __init__.py:2124(_unmultiplied_rgba8888_to_premultiplied_argb32)
    16033    0.023    0.000    0.034    0.000 game.py:38(forward)
        1    0.000    0.000    0.034    0.034 math_ops.py:68(<module>)
        2    0.000    0.000    0.034    0.017 training.py:164(compile)
      202    0.000    0.000    0.034    0.000 __init__.py:2037(find_on_path)
        1    0.000    0.000    0.034    0.034 optional_ops.py:15(<module>)
    17431    0.006    0.000    0.034    0.000 random.py:218(randint)
      419    0.002    0.000    0.034    0.000 training.py:1851(_validate_or_infer_batch_size)
   101619    0.025    0.000    0.034    0.000 object_identity.py:44(__hash__)
      247    0.000    0.000    0.033    0.000 fromnumeric.py:55(_wrapfunc)
    39/35    0.000    0.000    0.033    0.001 axis.py:1928(_get_tick)
      317    0.001    0.000    0.033    0.000 overrides.py:154(decorator)
     9611    0.003    0.000    0.033    0.000 <frozen importlib._bootstrap_external>:74(_path_stat)
        1    0.000    0.000    0.033    0.033 rnn.py:15(<module>)
    39/35    0.000    0.000    0.032    0.001 axis.py:2218(_get_tick)
     2505    0.019    0.000    0.032    0.000 inspect.py:613(cleandoc)
     1330    0.002    0.000    0.031    0.000 <__array_function__ internals>:2(moveaxis)
        9    0.000    0.000    0.031    0.003 <__array_function__ internals>:2(take)
        9    0.000    0.000    0.031    0.003 fromnumeric.py:97(take)
      444    0.020    0.000    0.031    0.000 ai.py:96(predict_best_moves)
       53    0.000    0.000    0.031    0.001 resource_variable_ops.py:932(_read_variable_op)
        9    0.031    0.003    0.031    0.003 {method 'take' of 'numpy.ndarray' objects}
    10082    0.031    0.000    0.031    0.000 {built-in method posix.stat}
        1    0.000    0.000    0.031    0.031 _axes.py:1(<module>)
        1    0.000    0.000    0.031    0.031 estimator_lib.py:15(<module>)
        2    0.000    0.000    0.031    0.015 training.py:1687(_compile_weights_loss_and_weighted_metrics)
     2103    0.007    0.000    0.031    0.000 <frozen importlib._bootstrap>:504(_init_module_attrs)
     1330    0.010    0.000    0.031    0.000 _methods.py:134(_mean)
        2    0.000    0.000    0.031    0.015 training.py:1729(_prepare_total_loss)
        1    0.000    0.000    0.031    0.031 optimizer_v2.py:408(apply_gradients)
    20825    0.007    0.000    0.030    0.000 abc.py:137(__instancecheck__)
       45    0.000    0.000    0.030    0.001 math_ops.py:881(binary_op_wrapper)
        1    0.000    0.000    0.030    0.030 collections.py:10(<module>)
    56312    0.014    0.000    0.030    0.000 {method 'add' of 'set' objects}
      399    0.008    0.000    0.030    0.000 ai.py:73(<listcomp>)
  746/736    0.002    0.000    0.030    0.000 ops.py:2045(_control_flow_post_processing)
      300    0.001    0.000    0.029    0.000 sre_compile.py:598(_code)
     2377    0.002    0.000    0.029    0.000 inspect.py:594(getdoc)
     9483    0.010    0.000    0.029    0.000 ops.py:5624(get_default)
  225/197    0.005    0.000    0.029    0.000 module.py:128(__getattr__)
     1982    0.016    0.000    0.029    0.000 <frozen importlib._bootstrap_external>:914(get_data)
        1    0.000    0.000    0.029    0.029 tpu_cluster_resolver.py:15(<module>)
       18    0.000    0.000    0.029    0.002 six.py:91(__get__)
        2    0.000    0.000    0.029    0.014 text.py:3(<module>)
    18597    0.013    0.000    0.029    0.000 <frozen importlib._bootstrap_external>:56(_path_join)
       20    0.000    0.000    0.029    0.001 six.py:80(_import_module)
    16/12    0.000    0.000    0.028    0.002 axis.py:945(set_clip_path)
        1    0.000    0.000    0.028    0.028 recurrent.py:490(build)
        2    0.000    0.000    0.028    0.014 convolutional.py:146(build)
       14    0.000    0.000    0.028    0.002 six.py:159(_resolve)
     1371    0.007    0.000    0.028    0.000 ops.py:2624(get_attr)
        1    0.000    0.000    0.028    0.028 recurrent.py:2135(build)
    17431    0.011    0.000    0.028    0.000 random.py:174(randrange)
     1330    0.009    0.000    0.028    0.000 numeric.py:1336(moveaxis)
        2    0.000    0.000    0.027    0.014 pyplot.py:703(clf)
        1    0.000    0.000    0.027    0.027 request.py:68(<module>)
        3    0.000    0.000    0.027    0.009 figure.py:1624(clf)
        1    0.000    0.000    0.027    0.027 structure.py:15(<module>)
        6    0.000    0.000    0.027    0.005 init_ops.py:508(__call__)
        6    0.000    0.000    0.027    0.005 random_ops.py:188(random_uniform)
        1    0.000    0.000    0.027    0.027 __init__.py:101(<module>)
        7    0.000    0.000    0.027    0.004 __init__.py:2(<module>)
        1    0.007    0.007    0.027    0.027 backend_gtk3.py:342(__init__)
        6    0.000    0.000    0.027    0.004 pyplot.py:908(gca)
        6    0.000    0.000    0.027    0.004 figure.py:1888(gca)
        2    0.000    0.000    0.027    0.013 figure.py:1261(add_subplot)
    14571    0.023    0.000    0.027    0.000 contextlib.py:81(__init__)
        2    0.000    0.000    0.026    0.013 _subplots.py:18(__init__)
     3058    0.009    0.000    0.026    0.000 ops.py:6074(_get_graph_from_inputs)
        2    0.000    0.000    0.026    0.013 _base.py:421(__init__)
    28/16    0.000    0.000    0.026    0.002 axis.py:658(__get__)
       30    0.000    0.000    0.026    0.001 axis.py:819(cla)
      419    0.001    0.000    0.025    0.000 training_utils.py:1550(convert_eager_tensors_to_numpy)
        6    0.000    0.000    0.025    0.004 activations.py:253(hard_sigmoid)
        6    0.000    0.000    0.025    0.004 backend.py:4259(hard_sigmoid)
        1    0.000    0.000    0.025    0.025 requirements.py:4(<module>)
       24    0.000    0.000    0.025    0.001 ticker.py:2079(__call__)
        8    0.000    0.000    0.025    0.003 array_ops.py:891(_SliceHelperVar)
       12    0.002    0.000    0.025    0.002 artist.py:1277(_get_setters_and_targets)
     5565    0.004    0.000    0.025    0.000 nest.py:210(flatten)
        1    0.000    0.000    0.025    0.025 client.py:69(<module>)
       24    0.000    0.000    0.025    0.001 ticker.py:2083(tick_values)
       24    0.001    0.000    0.024    0.001 ticker.py:2019(_raw_ticks)
       44    0.000    0.000    0.024    0.001 gen_math_ops.py:6455(mul)
       39    0.004    0.000    0.024    0.001 backend_gtk3.py:234(motion_notify_event)
       87    0.001    0.000    0.024    0.000 text.py:852(get_window_extent)
     2591    0.021    0.000    0.024    0.000 tf_stack.py:32(extract_stack)
