pygame 1.9.6
Hello from the pygame community. https://www.pygame.org/contribute.html
         4300057 function calls (4170202 primitive calls) in 6.013 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 backend_tools.py:393(ToolQuit)
        1    0.000    0.000    0.000    0.000 image.py:960(NonUniformImage)
        1    0.000    0.000    0.000    0.000 backend_bases.py:715(GraphicsContextBase)
        1    0.000    0.000    0.000    0.000 mathtext.py:1372(Node)
        8    0.000    0.000    0.000    0.000 mathtext.py:1885(__init__)
       24    0.000    0.000    0.000    0.000 dviread.py:123(_dispatch)
        1    0.000    0.000    0.000    0.000 font_manager.py:560(FontProperties)
        1    0.000    0.000    0.000    0.000 collections.py:1404(EventCollection)
        1    0.000    0.000    0.000    0.000 artist.py:360(set_transform)
        2    0.000    0.000    0.000    0.000 transforms.py:164(set_children)
        2    0.000    0.000    0.000    0.000 pyparsing.py:857(<listcomp>)
       13    0.000    0.000    0.000    0.000 rcsetup.py:352(validate_color_or_auto)
        5    0.000    0.000    0.000    0.000 rcsetup.py:530(update_savefig_format)
        5    0.000    0.000    0.000    0.000 rcsetup.py:679(validate_bbox)
        9    0.000    0.000    0.000    0.000 fontconfig_pattern.py:145(<listcomp>)
        1    0.000    0.000    0.000    0.000 fontconfig_pattern.py:30(FontconfigPatternParser)
        6    0.000    0.000    0.000    0.000 plugin_data_pb2.py:5(<lambda>)
        7    0.000    0.000    0.000    0.000 variable_pb2.py:5(<lambda>)
        1    0.000    0.000    0.000    0.000 dtypes.py:526(<dictcomp>)
       11    0.000    0.000    0.000    0.000 attr_value_pb2.py:5(<lambda>)
        6    0.000    0.000    0.000    0.000 resource_handle_pb2.py:5(<lambda>)
        1    0.000    0.000    0.000    0.000 tpu_embedding.py:330(TPUEmbedding)
        1    0.000    0.000    0.000    0.000 boosted_trees.py:592(_EnsembleGrower)
        1    0.000    0.000    0.000    0.000 regression_head.py:35(RegressionHead)
        7    0.000    0.000    0.000    0.000 model_flags_pb2.py:6(<lambda>)
        1    0.000    0.000    0.000    0.000 lite.py:147(TFLiteConverterBase)
        4    0.000    0.000    0.000    0.000 wrappers_pb2.py:5(<lambda>)
        1    0.000    0.000    0.000    0.000 rnn_cell_impl.py:186(RNNCell)
        5    0.000    0.000    0.000    0.000 mock.py:295(_delegating_property)
        1    0.000    0.000    0.000    0.000 xml_reporter.py:329(_TextAndXMLTestResult)
       11    0.000    0.000    0.000    0.000 typing.py:545(<genexpr>)
        5    0.000    0.000    0.000    0.000 typing.py:655(__eq__)
        1    0.000    0.000    0.000    0.000 registrations_util.py:15(<module>)
        1    0.000    0.000    0.000    0.000 linear_operator_low_rank_update.py:38(LinearOperatorLowRankUpdate)
        4    0.000    0.000    0.000    0.000 fractions.py:294(_operator_fallbacks)
        1    0.000    0.000    0.000    0.000 linear_operator_diag.py:34(LinearOperatorDiag)
        9    0.000    0.000    0.000    0.000 linear_operator_algebra.py:213(__call__)
        6    0.000    0.000    0.000    0.000 linear_operator_algebra.py:255(__call__)
        1    0.000    0.000    0.000    0.000 dataframe_iterator.py:16(DataFrameIterator)
        1    0.000    0.000    0.000    0.000 _binary.py:14(<module>)
        1    0.000    0.000    0.000    0.000 gzip.py:110(GzipFile)
        1    0.000    0.000    0.000    0.000 recurrent.py:46(StackedRNNCells)
        1    0.000    0.000    0.000    0.000 recurrent.py:508(get_step_input_shape)
       12    0.000    0.000    0.000    0.000 nested_structure_coder.py:53(register_codec)
        2    0.000    0.000    0.000    0.000 training.py:2989(__init__)
        4    0.000    0.000    0.000    0.000 training.py:2096(_handle_per_output_metrics)
       40    0.000    0.000    0.000    0.000 training.py:2698(<genexpr>)
        1    0.000    0.000    0.000    0.000 decoder.py:10(_import_c_scanstring)
        1    0.000    0.000    0.000    0.000 _appengine_environ.py:23(is_prod_appengine)
        1    0.000    0.000    0.000    0.000 retry.py:159(__init__)
       20    0.000    0.000    0.000    0.000 callbacks.py:483(on_epoch_begin)
       20    0.000    0.000    0.000    0.000 callbacks.py:581(on_train_begin)
        1    0.000    0.000    0.000    0.000 callbacks.py:434(Callback)
        1    0.000    0.000    0.000    0.000 callbacks.py:804(ModelCheckpoint)
        1    0.000    0.000    0.000    0.000 callbacks.py:1370(TensorBoard)
        1    0.000    0.000    0.000    0.000 autocast_variable.py:28(AutoCastVariable)
       11    0.000    0.000    0.000    0.000 base_layer_utils.py:286(is_in_frozen_context)
        2    0.000    0.000    0.000    0.000 optimizer_v2.py:703(weights)
        5    0.000    0.000    0.000    0.000 tf_utils.py:206(_is_shape_component)
       20    0.000    0.000    0.000    0.000 selections.py:301(<listcomp>)
       21    0.000    0.000    0.000    0.000 base.py:108(_lcpl)
       20    0.000    0.000    0.000    0.000 filters.py:121(rq_tuple)
       18    0.000    0.000    0.000    0.000 inspect.py:478(getmro)
        6    0.000    0.000    0.000    0.000 opcode.py:51(jabs_op)
        1    0.000    0.000    0.000    0.000 random.py:72(Random)
        1    0.000    0.000    0.000    0.000 train.py:41(Trainer)
       11    0.000    0.000    0.000    0.000 enum.py:901(<lambda>)
        7    0.000    0.000    0.000    0.000 enum.py:566(_generate_next_value_)
        1    0.000    0.000    0.000    0.000 functools.py:189(<setcomp>)
        1    0.000    0.000    0.000    0.000 os.py:1001(__init__)
        3    0.000    0.000    0.000    0.000 _collections_abc.py:72(_check_methods)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1081(__init__)
       15    0.000    0.000    0.000    0.000 {method 'discard' of 'set' objects}
       10    0.000    0.000    0.000    0.000 {method '__init_subclass__' of 'object' objects}
        4    0.000    0.000    0.000    0.000 {method 'seek' of '_io.BufferedReader' objects}
        5    0.000    0.000    0.000    0.000 {method 'flush' of '_io.TextIOWrapper' objects}
        4    0.000    0.000    0.000    0.000 {built-in method atexit.register}
       10    0.000    0.000    0.000    0.000 {built-in method builtins.locals}
        1    0.000    0.000    0.000    0.000 ElementTree.py:543(ElementTree)
        1    0.000    0.000    0.000    0.000 ElementTree.py:1437(XMLParser)
        1    0.000    0.000    0.000    0.000 sprite.py:285(AbstractGroup)
        1    0.000    0.000    0.000    0.000 ElementTree.py:124(Element)
        1    0.000    0.000    0.000    0.000 Gtk.py:231(Action)
        1    0.000    0.000    0.000    0.000 Gtk.py:247(ActionGroup)
        1    0.000    0.000    0.000    0.000 Gtk.py:453(MenuItem)
        1    0.000    0.000    0.000    0.000 Gdk.py:46(Color)
       24    0.000    0.000    0.000    0.000 {method 'get_constants' of 'InterfaceInfo' objects}
       10    0.000    0.000    0.000    0.000 {method 'get_version' of 'gi.Repository' objects}
        1    0.000    0.000    0.000    0.000 backend_agg.py:362(FigureCanvasAgg)
        1    0.000    0.000    0.000    0.000 data_utils.py:574(SequenceEnqueuer)
        9    0.000    0.000    0.000    0.000 backend_config.py:95(image_data_format)
        4    0.000    0.000    0.000    0.000 activations.py:284(serialize)
        1    0.000    0.000    0.000    0.000 pfor.py:100(WhileOp)
        1    0.000    0.000    0.000    0.000 pfor.py:664(_PforInput)
        1    0.000    0.000    0.000    0.000 tpu.py:135(TPUReplicateContext)
        1    0.000    0.000    0.000    0.000 topology.py:43(Topology)
       10    0.000    0.000    0.000    0.000 distribute_lib.py:70(__init__)
        1    0.000    0.000    0.000    0.000 distribute_lib.py:1410(StrategyExtendedV1)
        4    0.000    0.000    0.000    0.000 loss_reduction.py:61(all)
        1    0.000    0.000    0.000    0.000 values.py:98(SingleDeviceMap)
        1    0.000    0.000    0.000    0.000 values.py:162(ReplicaDeviceMap)
        6    0.000    0.000    0.000    0.000 device_attributes_pb2.py:6(<lambda>)
        1    0.000    0.000    0.000    0.000 iterators.py:5(<module>)
        1    0.000    0.000    0.000    0.000 cluster_resolver.py:282(UnionClusterResolver)
        1    0.000    0.000    0.000    0.000 server_lib.py:97(Server)
        1    0.000    0.000    0.000    0.000 gce_cluster_resolver.py:34(GCEClusterResolver)
        1    0.000    0.000    0.000    0.000 tfconfig_cluster_resolver.py:51(TFConfigClusterResolver)
        1    0.000    0.000    0.000    0.000 optimizer.py:90(_OptimizableVariable)
        1    0.000    0.000    0.000    0.000 util.py:111(_CheckpointRestoreCoordinator)
        1    0.000    0.000    0.000    0.000 util.py:571(_LoadStatus)
        1    0.000    0.000    0.000    0.000 continue_statements.py:61(ContinueCanonicalizationTransformer)
       60    0.000    0.000    0.000    0.000 op_util.py:108(<genexpr>)
        1    0.000    0.000    0.000    0.000 cfg.py:227(GraphBuilder)
        1    0.000    0.000    0.000    0.000 cfg.py:609(AstToCfg)
        1    0.000    0.000    0.000    0.000 readers.py:473(FixedLengthRecordDatasetV1)
        1    0.000    0.000    0.000    0.000 timeline.py:265(_TensorTracker)
        4    0.000    0.000    0.000    0.000 data_structures.py:308(_name_element)
        1    0.000    0.000    0.000    0.000 data_structures.py:252(List)
        6    0.000    0.000    0.000    0.000 graph_debug_info_pb2.py:6(<lambda>)
        1    0.000    0.000    0.000    0.000 saver.py:70(BaseSaverBuilder)
        1    0.000    0.000    0.000    0.000 structure.py:597(SparseTensorStructure)
        1    0.000    0.000    0.000    0.000 structure.py:681(TensorArrayStructure)
        1    0.000    0.000    0.000    0.000 optimization_options.py:24(MapVectorizationOptions)
       13    0.000    0.000    0.000    0.000 session.py:376(unique_fetches)
        1    0.000    0.000    0.000    0.000 session_ops.py:42(TensorHandle)
        1    0.000    0.000    0.000    0.000 variable_scope.py:264(_VariableStore)
        1    0.000    0.000    0.000    0.000 saveable_object.py:55(SaveableObject)
        1    0.000    0.000    0.000    0.000 tensor_array_ops.py:706(_EagerTensorArray)
        3    0.000    0.000    0.000    0.000 tensor_array_ops.py:1095(dtype)
        3    0.000    0.000    0.000    0.000 tensor_array_ops.py:1100(handle)
        6    0.000    0.000    0.000    0.000 tensor_array_ops.py:1147(_colocate_with)
        3    0.000    0.000    0.000    0.000 tensor_array_ops.py:187(_merge_element_shape)
       18    0.000    0.000    0.000    0.000 control_flow_ops.py:395(<genexpr>)
       10    0.000    0.000    0.000    0.000 resource_variable_ops.py:1663(is_resource_variable)
        9    0.000    0.000    0.000    0.000 dispatch.py:135(dispatch_for_types)
        6    0.000    0.000    0.000    0.000 text_format.py:173(_IsMapEntry)
        1    0.000    0.000    0.000    0.000 text_format.py:1022(<listcomp>)
        1    0.000    0.000    0.000    0.000 sparse_tensor.py:39(SparseTensor)
        1    0.000    0.000    0.000    0.000 tensor_spec.py:30(TensorSpec)
        1    0.000    0.000    0.000    0.000 __init__.py:940(ABSLLogger)
        1    0.000    0.000    0.000    0.000 minidom.py:326(DocumentFragment)
        1    0.000    0.000    0.000    0.000 minidom.py:344(Attr)
        1    0.000    0.000    0.000    0.000 minidom.py:470(NamedNodeMap)
       18    0.000    0.000    0.000    0.000 _flag.py:116(value)
        1    0.000    0.000    0.000    0.000 _flag.py:35(Flag)
        1    0.000    0.000    0.000    0.000 scale.py:340(LogScale)
        1    0.000    0.000    0.000    0.000 scale.py:432(FuncScaleLog)
        2    0.000    0.000    0.000    0.000 scale.py:717(get_scale_names)
        1    0.000    0.000    0.000    0.000 scale.py:775(<listcomp>)
        1    0.000    0.000    0.000    0.000 axis.py:29(<listcomp>)
        1    0.000    0.000    0.000    0.000 axis.py:30(<listcomp>)
        1    0.000    0.000    0.000    0.000 axis.py:515(YTick)
        1    0.000    0.000    0.000    0.000 triplot.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _base.py:118(_process_plot_var_args)
        1    0.000    0.000    0.000    0.000 code.py:162(InteractiveConsole)
        1    0.000    0.000    0.000    0.000 codeop.py:61(<listcomp>)
        2    0.000    0.000    0.000    0.000 tensor_shape.py:123(dimension_at_index)
        1    0.000    0.000    0.000    0.000 tensor_shape.py:895(num_elements)
        3    0.000    0.000    0.000    0.000 tensor_shape.py:1005(with_rank_at_least)
        2    0.000    0.000    0.000    0.000 ops.py:4123(get_collection)
        1    0.000    0.000    0.000    0.000 context.py:179(__init__)
        1    0.000    0.000    0.000    0.000 context.py:176(_ContextSwitchStack)
        6    0.000    0.000    0.000    0.000 ops.py:1635(<genexpr>)
        9    0.000    0.000    0.000    0.000 saved_object_graph_pb2.py:6(<lambda>)
        7    0.000    0.000    0.000    0.000 variable_pb2.py:6(<lambda>)
        7    0.000    0.000    0.000    0.000 cost_graph_pb2.py:6(<lambda>)
       11    0.000    0.000    0.000    0.000 attr_value_pb2.py:6(<lambda>)
       15    0.000    0.000    0.000    0.000 tensor_pb2.py:6(<lambda>)
        2    0.000    0.000    0.000    0.000 pyparsing.py:644(__getattr__)
       46    0.000    0.000    0.000    0.000 pyparsing.py:1366(postParse)
        1    0.000    0.000    0.000    0.000 six.py:469(Module_six_moves_urllib)
        6    0.000    0.000    0.000    0.000 version.py:389(<genexpr>)
        1    0.000    0.000    0.000    0.000 calendar.py:69(_localized_day)
        1    0.000    0.000    0.000    0.000 calendar.py:148(Calendar)
        2    0.000    0.000    0.000    0.000 __init__.py:10(__init__)
        1    0.000    0.000    0.000    0.000 socket.py:546(SocketIO)
        1    0.000    0.000    0.000    0.000 _parseaddr.py:203(AddrlistClass)
       10    0.000    0.000    0.000    0.000 _policybase.py:104(<genexpr>)
        1    0.000    0.000    0.000    0.000 __init__.py:1125(ResourceManager)
        1    0.000    0.000    0.000    0.000 __init__.py:1619(_register)
        1    0.000    0.000    0.000    0.000 __init__.py:1697(ZipProvider)
       10    0.000    0.000    0.000    0.000 __init__.py:2334(_cygwin_patch)
        1    0.000    0.000    0.000    0.000 six.py:475(Module_six_moves_urllib)
        4    0.000    0.000    0.000    0.000 decorator_utils.py:24(get_qualified_name)
        1    0.000    0.000    0.000    0.000 {built-in method _pywrap_tensorflow_internal.__version___swigconstant}
        1    0.000    0.000    0.000    0.000 {built-in method _pywrap_tensorflow_internal.TF_DeleteSessionOptions}
        1    0.000    0.000    0.000    0.000 imp.py:105(get_suffixes)
        6    0.000    0.000    0.000    0.000 deprecation.py:79(<genexpr>)
        3    0.000    0.000    0.000    0.000 deprecation.py:516(deprecated_arg_values)
        1    0.000    0.000    0.000    0.000 pywrap_tensorflow_internal.py:814(RecordWriterOptions)
        1    0.000    0.000    0.000    0.000 pywrap_tensorflow_internal.py:1243(TF_Buffer)
        1    0.000    0.000    0.000    0.000 pywrap_tensorflow_internal.py:1589(TF_AttrMetadata)
        1    0.000    0.000    0.000    0.000 pywrap_tensorflow_internal.py:2609(GItem)
        1    0.000    0.000    0.000    0.000 argparse.py:1615(ArgumentParser)
        1    0.000    0.000    0.000    0.000 main.py:55(TestProgram)
        1    0.000    0.000    0.000    0.000 __init__.py:1321(Logger)
        1    0.000    0.000    0.000    0.000 __init__.py:1668(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:1679(LoggerAdapter)
       10    0.000    0.000    0.000    0.000 __init__.py:736(filter)
        1    0.000    0.000    0.000    0.000 result.py:13(inner)
        4    0.000    0.000    0.000    0.000 core.py:3347(dtype)
        2    0.000    0.000    0.000    0.000 core.py:6398(__setattr__)
        1    0.000    0.000    0.000    0.000 core.py:6306(MaskedConstant)
        1    0.000    0.000    0.000    0.000 _iotools.py:276(NameValidator)
        1    0.000    0.000    0.000    0.000 lzma.py:38(LZMAFile)
        1    0.000    0.000    0.000    0.000 info.py:34(<module>)
       10    0.000    0.000    0.000    0.000 _pytesttester.py:72(__init__)
        3    0.000    0.000    0.000    0.000 index_tricks.py:312(__init__)
        1    0.000    0.000    0.000    0.000 subprocess.py:97(TimeoutExpired)
        1    0.000    0.000    0.000    0.000 selectors.py:80(BaseSelector)
        1    0.000    0.000    0.000    0.000 threading.py:243(__exit__)
        1    0.000    0.000    0.000    0.000 threading.py:567(Barrier)
        1    0.000    0.000    0.000    0.000 _internal.py:561(_Stream)
        1    0.000    0.000    0.000    0.000 memmap.py:24(memmap)
        1    0.000    0.000    0.000    0.000 machar.py:18(MachAr)
        2    0.000    0.000    0.000    0.000 arrayprint.py:452(_recursive_guard)
       20    0.000    0.000    0.000    0.000 fromnumeric.py:548(_swapaxes_dispatcher)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:63(<setcomp>)
        1    0.000    0.000    0.000    0.000 pathlib.py:135(<setcomp>)
        1    0.000    0.000    0.000    0.000 offsetbox.py:614(DrawingArea)
        1    0.000    0.000    0.000    0.000 offsetbox.py:1023(AnchoredOffsetbox)
        1    0.000    0.000    0.000    0.000 tz.py:1167(_tzicalvtz)
        1    0.000    0.000    0.000    0.000 category.py:29(StrCategoryConverter)
        1    0.000    0.000    0.000    0.000 _parser.py:247(parserinfo)
        1    0.000    0.000    0.000    0.000 _parser.py:400(_ymd)
        1    0.000    0.000    0.000    0.000 __init__.py:27(get_projection_names)
        1    0.000    0.000    0.000    0.000 __init__.py:68(get_projection_names)
        1    0.000    0.000    0.000    0.000 figure.py:54(AxesStack)
        1    0.000    0.000    0.000    0.000 backend_tools.py:842(ToolZoom)
        1    0.000    0.000    0.000    0.000 tight_bbox.py:3(<module>)
        2    0.000    0.000    0.000    0.000 patches.py:264(set_antialiased)
        1    0.000    0.000    0.000    0.000 patches.py:355(set_linewidth)
        1    0.000    0.000    0.000    0.000 ticker.py:1197(EngFormatter)
        1    0.000    0.000    0.000    0.000 ticker.py:1354(PercentFormatter)
        2    0.000    0.000    0.000    0.000 lines.py:59(_scale_dashes)
        1    0.000    0.000    0.000    0.000 transforms.py:1193(Transform)
       21    0.000    0.000    0.000    0.000 artist.py:774(get_animated)
        4    0.000    0.000    0.000    0.000 docstring.py:33(__init__)
        1    0.000    0.000    0.000    0.000 transforms.py:137(_invalidate_internal)
        1    0.000    0.000    0.000    0.000 transforms.py:54(TransformNode)
        1    0.000    0.000    0.000    0.000 transforms.py:1064(LockableBbox)
        4    0.000    0.000    0.000    0.000 artist.py:338(pchanged)
        1    0.000    0.000    0.000    0.000 cycler.py:77(Cycler)
       44    0.000    0.000    0.000    0.000 pyparsing.py:4222(<genexpr>)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4202(MatchFirst)
        4    0.000    0.000    0.000    0.000 pyparsing.py:6682(__init__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:188(<listcomp>)
        2    0.000    0.000    0.000    0.000 pyparsing.py:841(__getattr__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1766(__init__)
        4    0.000    0.000    0.000    0.000 pyparsing.py:3590(parseImpl)
        5    0.000    0.000    0.000    0.000 rcsetup.py:340(<listcomp>)
        5    0.000    0.000    0.000    0.000 rcsetup.py:693(validate_sketch)
        1    0.000    0.000    0.000    0.000 flags.py:73(__getattribute__)
        6    0.000    0.000    0.000    0.000 rewriter_config_pb2.py:5(<lambda>)
        7    0.000    0.000    0.000    0.000 trackable_object_graph_pb2.py:5(<lambda>)
        7    0.000    0.000    0.000    0.000 struct_pb2.py:5(<lambda>)
        5    0.000    0.000    0.000    0.000 saver_pb2.py:5(<lambda>)
        7    0.000    0.000    0.000    0.000 cost_graph_pb2.py:5(<lambda>)
        5    0.000    0.000    0.000    0.000 debug_pb2.py:5(<lambda>)
        1    0.000    0.000    0.000    0.000 encoder.py:43(__init__)
        6    0.000    0.000    0.000    0.000 tb_logging.py:22(get_logger)
        1    0.000    0.000    0.000    0.000 tpu_embedding_output_layout_pb2.py:6(<lambda>)
        1    0.000    0.000    0.000    0.000 session_support.py:56(WorkerHeartbeatManager)
        1    0.000    0.000    0.000    0.000 tpu_estimator.py:1893(_OutfeedHostCall)
        1    0.000    0.000    0.000    0.000 tpu_estimator.py:1174(InputsStructureRecorder)
        1    0.000    0.000    0.000    0.000 kmeans.py:248(KMeansClustering)
        1    0.000    0.000    0.000    0.000 boosted_trees_ops.py:51(PruningMode)
        1    0.000    0.000    0.000    0.000 boosted_trees_ops.py:95(QuantileAccumulator)
        1    0.000    0.000    0.000    0.000 binary_class_head.py:40(BinaryClassHead)
        1    0.000    0.000    0.000    0.000 baseline.py:404(BaselineClassifier)
        1    0.000    0.000    0.000    0.000 cluster.py:29(Cluster)
        1    0.000    0.000    0.000    0.000 lite.py:401(TFLiteConverter)
        1    0.000    0.000    0.000    0.000 rnn_cell_impl.py:1203(DropoutWrapperBase)
        3    0.000    0.000    0.000    0.000 mock.py:265(__getattr__)
        1    0.000    0.000    0.000    0.000 saxutils.py:228(XMLFilterBase)
        6    0.000    0.000    0.000    0.000 tfprof_output_pb2.py:6(<lambda>)
        1    0.000    0.000    0.000    0.000 option_builder.py:26(ProfileOptionBuilder)
        1    0.000    0.000    0.000    0.000 linear_operator_toeplitz.py:35(LinearOperatorToeplitz)
        1    0.000    0.000    0.000    0.000 linear_operator_identity.py:464(LinearOperatorScaledIdentity)
        1    0.000    0.000    0.000    0.000 linear_operator_adjoint.py:31(LinearOperatorAdjoint)
        8    0.000    0.000    0.000    0.000 linear_operator_algebra.py:346(__call__)
        1    0.000    0.000    0.000    0.000 convolutional_recurrent.py:41(ConvRNN2D)
        1    0.000    0.000    0.000    0.000 normalization_v2.py:25(BatchNormalization)
        2    0.000    0.000    0.000    0.000 recurrent.py:1020(get_dropout_mask_for_cell)
        1    0.000    0.000    0.000    0.000 recurrent.py:1258(SimpleRNN)
        1    0.000    0.000    0.000    0.000 recurrent.py:1751(GRU)
        1    0.000    0.000    0.000    0.000 merge.py:32(_Merge)
        1    0.000    0.000    0.000    0.000 nested_structure_coder.py:48(StructureCoder)
        1    0.000    0.000    0.000    0.000 serializer.py:11(Serializer)
        1    0.000    0.000    0.000    0.000 parser.py:72(Parser)
        2    0.000    0.000    0.000    0.000 training.py:2889(sample_weights)
        4    0.000    0.000    0.000    0.000 training_utils.py:554(collect_per_output_metric_info)
        2    0.000    0.000    0.000    0.000 training_utils.py:1117(prepare_loss_weights)
        4    0.000    0.000    0.000    0.000 training.py:1712(_prepare_skip_target_masks)
        1    0.000    0.000    0.000    0.000 metrics.py:803(_ConfusionMatrixConditionCount)
        1    0.000    0.000    0.000    0.000 models.py:272(PreparedRequest)
        1    0.000    0.000    0.000    0.000 models.py:586(Response)
        1    0.000    0.000    0.000    0.000 sessions.py:340(Session)
        1    0.000    0.000    0.000    0.000 cookiejar.py:860(DefaultCookiePolicy)
        1    0.000    0.000    0.000    0.000 langcyrillicmodel.py:31(<module>)
        1    0.000    0.000    0.000    0.000 latin1prober.py:96(Latin1Prober)
        1    0.000    0.000    0.000    0.000 _appengine_environ.py:29(is_prod_appengine_mvms)
        1    0.000    0.000    0.000    0.000 timeout.py:18(Timeout)
        1    0.000    0.000    0.000    0.000 _collections.py:102(HTTPHeaderDict)
        1    0.000    0.000    0.000    0.000 fields.py:50(RequestField)
        1    0.000    0.000    0.000    0.000 export_output.py:235(_SupervisedOutput)
        1    0.000    0.000    0.000    0.000 loss_scale.py:37(LossScale)
        1    0.000    0.000    0.000    0.000 optimizer_v2.py:960(_filter_grads)
       10    0.000    0.000    0.000    0.000 selections.py:424(<genexpr>)
        8    0.000    0.000    0.000    0.000 base_layer.py:503(<genexpr>)
       10    0.000    0.000    0.000    0.000 filters.py:86(_normalize_external)
        1    0.000    0.000    0.000    0.000 {h5py.h5z._register_lzf}
        1    0.000    0.000    0.000    0.000 info.py:83(<module>)
        1    0.000    0.000    0.000    0.000 tokenize.py:339(_get_normal_name)
        1    0.000    0.000    0.000    0.000 inspect.py:228(istraceback)
        7    0.000    0.000    0.000    0.000 opcode.py:47(jrel_op)
        4    0.000    0.000    0.000    0.000 sre_parse.py:288(seek)
        1    0.000    0.000    0.000    0.000 os.py:1017(__getattr__)
        1    0.000    0.000    0.000    0.000 codecs.py:94(__new__)
        4    0.000    0.000    0.000    0.000 {method 'isdigit' of 'str' objects}
        2    0.000    0.000    0.000    0.000 {method 'union' of 'frozenset' objects}
        1    0.000    0.000    0.000    0.000 {built-in method posix.readlink}
        1    0.000    0.000    0.000    0.000 {built-in method posix.sysconf}
        3    0.000    0.000    0.000    0.000 {method 'toordinal' of 'datetime.date' objects}
        2    0.000    0.000    0.000    0.000 {built-in method _codecs.lookup}
       11    0.000    0.000    0.000    0.000 {built-in method builtins.hash}
        1    0.000    0.000    0.000    0.000 Gtk.py:239(RadioAction)
        1    0.000    0.000    0.000    0.000 Gtk.py:432(Box)
        1    0.000    0.000    0.000    0.000 Gtk.py:641(ColorSelectionDialog)
        1    0.000    0.000    0.000    0.000 Gtk.py:650(FileChooserDialog)
        1    0.000    0.000    0.000    0.000 Gtk.py:661(FontSelectionDialog)
        1    0.000    0.000    0.000    0.000 Gtk.py:671(RecentChooserDialog)
        1    0.000    0.000    0.000    0.000 Gtk.py:1064(TreeModelRow)
        1    0.000    0.000    0.000    0.000 Gtk.py:1429(Button)
        1    0.000    0.000    0.000    0.000 Gtk.py:1518(ScrolledWindow)
        7    0.000    0.000    0.000    0.000 Gio.py:51(_warn_init)
        1    0.000    0.000    0.000    0.000 Gdk.py:88(RGBA)
       19    0.000    0.000    0.000    0.000 {method 'get_methods' of 'gi.EnumInfo' objects}
       56    0.000    0.000    0.000    0.000 {method 'may_be_null' of 'gi.ArgInfo' objects}
        1    0.000    0.000    0.000    0.000 _error.py:30(GError)
        1    0.000    0.000    0.000    0.000 types.py:336(StructMeta)
        1    0.000    0.000    0.000    0.000 backend_gtk3agg.py:10(FigureCanvasGTK3Agg)
        1    0.000    0.000    0.000    0.000 backend_cairo.py:327(GraphicsContextCairo)
        1    0.000    0.000    0.000    0.000 polar.py:72(PolarAffine)
       10    0.000    0.000    0.000    0.000 generic_utils.py:128(serialize_keras_class_and_config)
        1    0.000    0.000    0.000    0.000 reduction.py:33(ForkingPickler)
        5    0.000    0.000    0.000    0.000 process.py:36(current_process)
        1    0.000    0.000    0.000    0.000 monitored_session.py:58(Scaffold)
        1    0.000    0.000    0.000    0.000 session_manager.py:49(SessionManager)
        2    0.000    0.000    0.000    0.000 backend.py:5605(_cast_variables_to_tensor)
        1    0.000    0.000    0.000    0.000 pfor.py:1000(PFor)
        1    0.000    0.000    0.000    0.000 tensor_tracer_flags.py:66(TTParameters)
        1    0.000    0.000    0.000    0.000 input_lib.py:91(InputWorkers)
        1    0.000    0.000    0.000    0.000 input_lib.py:192(DistributedIterator)
        1    0.000    0.000    0.000    0.000 input_lib.py:650(_SingleWorkerDatasetIterator)
        1    0.000    0.000    0.000    0.000 input_lib.py:757(_SingleWorkerCallableIterator)
        1    0.000    0.000    0.000    0.000 multi_device_iterator_ops.py:190(MultiDeviceIterator)
        1    0.000    0.000    0.000    0.000 distribute_lib.py:700(StrategyV1)
        1    0.000    0.000    0.000    0.000 distribute_lib.py:1071(__init__)
        1    0.000    0.000    0.000    0.000 distribute_lib.py:1619(ReplicaContext)
       10    0.000    0.000    0.000    0.000 distribute_lib.py:1850(_reduce_to)
        1    0.000    0.000    0.000    0.000 values.py:50(DeviceMap)
        1    0.000    0.000    0.000    0.000 values.py:236(WorkerDeviceMap)
        1    0.000    0.000    0.000    0.000 values.py:299(DistributedValues)
        1    0.000    0.000    0.000    0.000 cross_device_ops.py:947(CollectiveAllReduce)
        1    0.000    0.000    0.000    0.000 _encoded_words.py:73(_QByteMap)
        1    0.000    0.000    0.000    0.000 request.py:2108(FancyURLopener)
        1    0.000    0.000    0.000    0.000 client.py:1368(HTTPSConnection)
        1    0.000    0.000    0.000    0.000 kubernetes_cluster_resolver.py:34(KubernetesClusterResolver)
        1    0.000    0.000    0.000    0.000 util.py:1629(Checkpoint)
        1    0.000    0.000    0.000    0.000 graph_view.py:140(ObjectGraphView)
        1    0.000    0.000    0.000    0.000 cluster_resolver.py:65(ClusterResolver)
        1    0.000    0.000    0.000    0.000 template.py:538(EagerTemplate)
        1    0.000    0.000    0.000    0.000 util.py:799(InitializationOnlyStatus)
        1    0.000    0.000    0.000    0.000 data_flow_ops.py:1927(MapStagingArea)
