pygame 1.9.6
Hello from the pygame community. https://www.pygame.org/contribute.html
         4300057 function calls (4170202 primitive calls) in 6.013 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 exporter.py:15(<module>)
      736    0.000    0.000    0.000    0.000 {built-in method _pywrap_tensorflow_internal.TFE_Py_UID}
       10    0.000    0.000    0.000    0.000 shape_base.py:722(array_split)
      218    0.000    0.000    0.000    0.000 tensor_shape.py:1168(<listcomp>)
        2    0.000    0.000    0.000    0.000 result.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pool.py:10(<module>)
        1    0.000    0.000    0.000    0.000 graph_util.py:17(<module>)
        2    0.000    0.000    0.000    0.000 util.py:16(<module>)
      113    0.000    0.000    0.000    0.000 enum.py:442(_get_mixins_)
        1    0.000    0.000    0.000    0.000 gen_checkpoint_ops.py:5(<module>)
        1    0.000    0.000    0.000    0.000 tfprof_output_pb2.py:5(<module>)
        5    0.000    0.000    0.000    0.000 __init__.py:1491(_log)
        6    0.000    0.000    0.000    0.000 plugin_data_pb2.py:4(<module>)
        1    0.000    0.000    0.000    0.000 pooling.py:16(<module>)
       11    0.000    0.000    0.000    0.000 posixpath.py:391(realpath)
     1353    0.000    0.000    0.000    0.000 ops.py:639(__hash__)
     1714    0.000    0.000    0.000    0.000 training.py:3123(sample_weight_mode)
     1333    0.000    0.000    0.000    0.000 tf_export.py:306(<genexpr>)
        6    0.000    0.000    0.000    0.000 deprecation.py:558(new_func)
      299    0.000    0.000    0.000    0.000 {built-in method _sre.compile}
      220    0.000    0.000    0.000    0.000 {built-in method _pywrap_tensorflow_internal.TF_GraphGetTensorShapeHelper}
        1    0.000    0.000    0.000    0.000 xmlreader.py:2(<module>)
      181    0.000    0.000    0.000    0.000 inspect.py:525(_findclass)
        1    0.000    0.000    0.000    0.000 version.py:93(StrictVersion)
       49    0.000    0.000    0.000    0.000 enum.py:474(_find_new_)
        1    0.000    0.000    0.000    0.000 histograms.py:3(<module>)
      180    0.000    0.000    0.000    0.000 warnings.py:181(_add_filter)
        1    0.000    0.000    0.000    0.000 pyplot.py:1767(get_plot_commands)
        1    0.000    0.000    0.000    0.000 gen_resource_variable_ops.py:31(assign_add_variable_op)
       46    0.000    0.000    0.000    0.000 posixpath.py:376(abspath)
        1    0.000    0.000    0.000    0.000 device_lib.py:15(<module>)
      157    0.000    0.000    0.000    0.000 base.py:114(_e)
        1    0.000    0.000    0.000    0.000 def_function.py:16(<module>)
       16    0.000    0.000    0.000    0.000 ops.py:1249(internal_convert_n_to_tensor)
       10    0.000    0.000    0.000    0.000 __init__.py:270(new_init)
       15    0.000    0.000    0.000    0.000 __init__.py:2059(_warn_external)
     1366    0.000    0.000    0.000    0.000 sre_parse.py:81(groups)
        5    0.000    0.000    0.000    0.000 all_util.py:30(make_all)
        1    0.000    0.000    0.000    0.000 dataset_ops.py:1474(DatasetV1)
        1    0.000    0.000    0.000    0.000 gen_cudnn_rnn_ops.py:1691(_InitOpDefLibrary)
       44    0.000    0.000    0.000    0.000 core.py:145(get_object_signature)
      506    0.000    0.000    0.000    0.000 threading.py:255(_is_owned)
        1    0.000    0.000    0.000    0.000 export.py:21(<module>)
        1    0.000    0.000    0.000    0.000 imperative_grad.py:15(<module>)
      864    0.000    0.000    0.000    0.000 traceable_stack.py:125(__len__)
     23/7    0.000    0.000    0.000    0.000 pyparsing.py:4468(streamline)
        1    0.000    0.000    0.000    0.000 mlab.py:54(<module>)
      389    0.000    0.000    0.000    0.000 {method 'astype' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 session.py:621(BaseSession)
        1    0.000    0.000    0.000    0.000 training.py:15(<module>)
      982    0.000    0.000    0.000    0.000 sre_parse.py:168(__setitem__)
       54    0.000    0.000    0.000    0.000 dataset.py:301(dtype)
     2541    0.000    0.000    0.000    0.000 ops.py:2384(outputs)
       67    0.000    0.000    0.000    0.000 pyparsing.py:4425(__init__)
        1    0.000    0.000    0.000    0.000 distribute_options.py:15(<module>)
       65    0.000    0.000    0.000    0.000 array_ops.py:1100(_get_dtype_from_nested_lists)
       19    0.000    0.000    0.000    0.000 ops.py:2278(_update_input)
     3324    0.000    0.000    0.000    0.000 tf_decorator.py:258(decorated_target)
        1    0.000    0.000    0.000    0.000 vis_utils.py:17(<module>)
        1    0.000    0.000    0.000    0.000 wrappers.py:1(<module>)
      243    0.000    0.000    0.000    0.000 sre_compile.py:492(_get_charset_prefix)
        1    0.000    0.000    0.000    0.000 texmanager.py:29(<module>)
        1    0.000    0.000    0.000    0.000 dirichlet_multinomial.py:15(<module>)
       22    0.000    0.000    0.000    0.000 hdf5_format.py:896(_legacy_weights)
        1    0.000    0.000    0.000    0.000 attrs.py:15(<module>)
        7    0.000    0.000    0.000    0.000 {built-in method gi._gi.type_register}
        1    0.000    0.000    0.000    0.000 exceptions.py:8(<module>)
       82    0.000    0.000    0.000    0.000 pyparsing.py:3719(__init__)
       72    0.000    0.000    0.000    0.000 __init__.py:1975(make_alias)
        1    0.000    0.000    0.000    0.000 fashion_mnist.py:16(<module>)
      590    0.000    0.000    0.000    0.000 callbacks.py:463(__init__)
       19    0.000    0.000    0.000    0.000 resource_variable_ops.py:71(_set_handle_shapes_and_types)
       70    0.000    0.000    0.000    0.000 ops.py:1482(internal_convert_to_tensor_or_composite)
        1    0.000    0.000    0.000    0.000 text_encoding.py:31(<module>)
        1    0.000    0.000    0.000    0.000 group.py:31(Group)
       11    0.000    0.000    0.000    0.000 selections.py:27(select)
       22    0.000    0.000    0.000    0.000 enum.py:830(__or__)
      224    0.000    0.000    0.000    0.000 gradients_util.py:500(_Inputs)
        1    0.000    0.000    0.000    0.000 composite_tensor.py:15(<module>)
        1    0.000    0.000    0.000    0.000 pickle.py:181(<listcomp>)
        1    0.000    0.000    0.000    0.000 binary_class_head.py:15(<module>)
        1    0.000    0.000    0.000    0.000 cookiejar.py:1234(CookieJar)
      220    0.000    0.000    0.000    0.000 posixpath.py:144(basename)
      500    0.000    0.000    0.000    0.000 base_layer.py:1904(_maybe_create_attribute)
       48    0.000    0.000    0.000    0.000 base.py:267(attrs)
      492    0.000    0.000    0.000    0.000 {built-in method fromkeys}
        1    0.000    0.000    0.000    0.000 ragged_util.py:18(<module>)
        1    0.000    0.000    0.000    0.000 fields.py:1(<module>)
        1    0.000    0.000    0.000    0.000 gen_state_ops.py:1629(_InitOpDefLibrary)
        1    0.000    0.000    0.000    0.000 request.py:940(AbstractBasicAuthHandler)
        1    0.000    0.000    0.000    0.000 gen_io_ops.py:2620(_InitOpDefLibrary)
        1    0.000    0.000    0.000    0.000 tpu_system_metadata.py:15(<module>)
      717    0.000    0.000    0.000    0.000 object_identity.py:72(_wrap_key)
     3226    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:40(_relax_case)
        1    0.000    0.000    0.000    0.000 data_flow_ops.py:15(<module>)
        1    0.000    0.000    0.000    0.000 certs.py:14(<module>)
       15    0.000    0.000    0.000    0.000 arrayprint.py:1512(_array_str_implementation)
        1    0.000    0.000    0.000    0.000 user_ops.py:16(<module>)
        1    0.000    0.000    0.000    0.000 recurrent.py:17(<module>)
     3067    0.000    0.000    0.000    0.000 inspect.py:2839(return_annotation)
     1055    0.000    0.000    0.000    0.000 {method 'WhichOneof' of 'google.protobuf.pyext._message.CMessage' objects}
        1    0.000    0.000    0.000    0.000 artist.py:1187(ArtistInspector)
        1    0.000    0.000    0.000    0.000 idna.py:3(<module>)
        1    0.000    0.000    0.000    0.000 backend_agg.py:21(<module>)
        1    0.000    0.000    0.000    0.000 manip_ops.py:15(<module>)
      516    0.000    0.000    0.000    0.000 {built-in method _pywrap_tensorflow_internal.TFE_Py_RecordGradient}
       26    0.000    0.000    0.000    0.000 core.py:6618(__init__)
        1    0.000    0.000    0.000    0.000 TiffTags.py:20(<module>)
        1    0.000    0.000    0.000    0.000 xla_ops.py:5(<module>)
      434    0.000    0.000    0.000    0.000 __init__.py:23(find_module)
      881    0.000    0.000    0.000    0.000 copyreg.py:87(__newobj__)
     4124    0.000    0.000    0.000    0.000 {built-in method builtins.ord}
        1    0.000    0.000    0.000    0.000 string_ops.py:16(<module>)
      618    0.000    0.000    0.000    0.000 _inspect.py:15(ismethod)
     2272    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1325(<genexpr>)
        2    0.000    0.000    0.000    0.000 def_function.py:723(function)
        1    0.000    0.000    0.000    0.000 ops.py:3001(Graph)
        1    0.000    0.000    0.000    0.000 student_t.py:15(<module>)
        6    0.000    0.000    0.000    0.000 files.py:226(attrs)
        1    0.000    0.000    0.000    0.000 dirichlet.py:15(<module>)
        1    0.000    0.000    0.000    0.000 training_utils.py:15(<module>)
        2    0.000    0.000    0.000    0.000 function.py:1683(validate_signature)
       39    0.000    0.000    0.000    0.000 execute.py:136(make_shape)
        1    0.000    0.000    0.000    0.000 gen_script_ops.py:5(<module>)
      310    0.000    0.000    0.000    0.000 base.py:513(_maybe_initialize_trackable)
     2819    0.000    0.000    0.000    0.000 {built-in method _CheckCalledFromGeneratedFile}
        1    0.000    0.000    0.000    0.000 charsetgroupprober.py:28(<module>)
        1    0.000    0.000    0.000    0.000 directives.py:28(<module>)
        1    0.000    0.000    0.000    0.000 function_serialization.py:15(<module>)
       60    0.000    0.000    0.000    0.000 posixpath.py:338(normpath)
        1    0.000    0.000    0.000    0.000 lzma.py:9(<module>)
        1    0.000    0.000    0.000    0.000 patches.py:2705(ConnectionStyle)
       12    0.000    0.000    0.000    0.000 warnings.py:117(_formatwarnmsg)
        1    0.000    0.000    0.000    0.000 gen_ragged_array_ops.py:5(<module>)
        2    0.000    0.000    0.000    0.000 queue.py:1(<module>)
       26    0.000    0.000    0.000    0.000 core.py:6623(getdoc)
        1    0.000    0.000    0.000    0.000 mock.py:8(<module>)
      550    0.000    0.000    0.000    0.000 callbacks.py:732(on_train_begin)
      320    0.000    0.000    0.000    0.000 errors_impl.py:58(__init__)
      314    0.000    0.000    0.000    0.000 callbacks.py:508(on_train_batch_begin)
        1    0.000    0.000    0.000    0.000 backend_tools.py:12(<module>)
       60    0.000    0.000    0.000    0.000 {method 'any' of 'numpy.generic' objects}
      171    0.000    0.000    0.000    0.000 {built-in method posix.getcwd}
        1    0.000    0.000    0.000    0.000 parser.py:18(<module>)
        1    0.000    0.000    0.000    0.000 texmanager.py:49(TexManager)
      130    0.000    0.000    0.000    0.000 pyplot.py:1780(<genexpr>)
        1    0.000    0.000    0.000    0.000 control_flow_pb2.py:5(<module>)
       12    0.000    0.000    0.000    0.000 warnings.py:35(_formatwarnmsg_impl)
       15    0.000    0.000    0.000    0.000 arrayprint.py:465(wrapper)
      338    0.000    0.000    0.000    0.000 typing.py:704(__setattr__)
        1    0.000    0.000    0.000    0.000 flops_registry.py:16(<module>)
        1    0.000    0.000    0.000    0.000 {built-in method gi._gi.register_foreign}
        1    0.000    0.000    0.000    0.000 gen_nccl_ops.py:5(<module>)
      207    0.000    0.000    0.000    0.000 object_identity.py:78(__setitem__)
        1    0.000    0.000    0.000    0.000 feature_pb2.py:5(<module>)
        1    0.000    0.000    0.000    0.000 event_pb2.py:5(<module>)
      185    0.000    0.000    0.000    0.000 codecs.py:319(decode)
        6    0.000    0.000    0.000    0.000 {method 'enumerate_versions' of 'gi.Repository' objects}
        1    0.000    0.000    0.000    0.000 csv.py:4(<module>)
        1    0.000    0.000    0.000    0.000 gen_lookup_ops.py:1707(_InitOpDefLibrary)
       42    0.000    0.000    0.000    0.000 ops.py:2954(__call__)
        1    0.000    0.000    0.000    0.000 ragged_string_ops.py:15(<module>)
        1    0.000    0.000    0.000    0.000 summary.py:19(<module>)
        1    0.000    0.000    0.000    0.000 argparse.py:62(<module>)
        6    0.000    0.000    0.000    0.000 patches.py:1853(_pprint_table)
        1    0.000    0.000    0.000    0.000 utils_impl.py:15(<module>)
        2    0.000    0.000    0.000    0.000 session_run_hook.py:87(<module>)
      735    0.000    0.000    0.000    0.000 {built-in method _pywrap_tensorflow_internal.TF_OperationOutputType}
     1692    0.000    0.000    0.000    0.000 ops.py:5152(_colocation_stack)
      550    0.000    0.000    0.000    0.000 callbacks.py:775(on_epoch_end)
        7    0.000    0.000    0.000    0.000 math_grad.py:975(_ShapesFullySpecifiedAndEqual)
        1    0.000    0.000    0.000    0.000 ragged_operators.py:15(<module>)
       16    0.000    0.000    0.000    0.000 pyparsing.py:1204(setResultsName)
        1    0.000    0.000    0.000    0.000 event_pb2.py:4(<module>)
      218    0.000    0.000    0.000    0.000 {method 'find_by_name' of 'gi.Repository' objects}
        1    0.000    0.000    0.000    0.000 parameter_server_strategy.py:15(<module>)
        9    0.000    0.000    0.000    0.000 _defines.py:244(DEFINE_boolean)
        9    0.000    0.000    0.000    0.000 _defines.py:59(DEFINE)
       74    0.000    0.000    0.000    0.000 {built-in method _pywrap_tensorflow_internal.TF_OperationToNodeDef}
        1    0.000    0.000    0.000    0.000 metrics_impl.py:15(<module>)
        1    0.000    0.000    0.000    0.000 core.py:84(__init__)
        1    0.000    0.000    0.000    0.000 attrs.py:30(AttributeManager)
    12/11    0.000    0.000    0.000    0.000 posixpath.py:400(_joinrealpath)
       46    0.000    0.000    0.000    0.000 dtypes.py:64(__init__)
        1    0.000    0.000    0.000    0.000 models.py:17(<module>)
     1982    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:909(get_filename)
        1    0.000    0.000    0.000    0.000 layer_utils.py:15(<module>)
        1    0.000    0.000    0.000    0.000 python_io.py:16(<module>)
      314    0.000    0.000    0.000    0.000 {method 'transpose' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 gen_parsing_ops.py:1845(_InitOpDefLibrary)
      142    0.000    0.000    0.000    0.000 execute.py:126(make_type)
       46    0.000    0.000    0.000    0.000 dtypes.py:65(__init__)
        1    0.000    0.000    0.000    0.000 gen_boosted_trees_ops.py:2271(_InitOpDefLibrary)
        1    0.000    0.000    0.000    0.000 core.py:16(<module>)
       49    0.000    0.000    0.000    0.000 distribution_strategy_context.py:204(get_strategy_and_replica_context)
     1449    0.000    0.000    0.000    0.000 __init__.py:388(<genexpr>)
     2822    0.000    0.000    0.000    0.000 {method 'reverse' of 'list' objects}
        1    0.000    0.000    0.000    0.000 gen_string_ops.py:2666(_InitOpDefLibrary)
      598    0.000    0.000    0.000    0.000 sre_compile.py:595(isstring)
        1    0.000    0.000    0.000    0.000 ctypeslib.py:51(<module>)
       52    0.000    0.000    0.000    0.000 core.py:889(__init__)
        1    0.000    0.000    0.000    0.000 escprober.py:28(<module>)
        9    0.000    0.000    0.000    0.000 sparse_ops.py:2718(__init__)
        1    0.000    0.000    0.000    0.000 selectors.py:5(<module>)
        1    0.000    0.000    0.000    0.000 gamma.py:15(<module>)
     1100    0.000    0.000    0.000    0.000 training.py:3107(output_loss_metric)
        1    0.000    0.000    0.000    0.000 state_ops.py:19(<module>)
        1    0.000    0.000    0.000    0.000 errors.py:5(<module>)
        1    0.000    0.000    0.000    0.000 image_data_generator.py:2(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:71(search_function)
        1    0.000    0.000    0.000    0.000 gen_resource_variable_ops.py:1614(_InitOpDefLibrary)
        1    0.000    0.000    0.000    0.000 loader.py:1(<module>)
        1    0.000    0.000    0.000    0.000 bezier.py:3(<module>)
        1    0.000    0.000    0.000    0.000 sdca_ops.py:15(<module>)
        1    0.000    0.000    0.000    0.000 summary_pb2.py:5(<module>)
        1    0.000    0.000    0.000    0.000 hdf5_format.py:655(load_optimizer_weights_from_hdf5_group)
        1    0.000    0.000    0.000    0.000 difflib.py:27(<module>)
        1    0.000    0.000    0.000    0.000 threading.py:1(<module>)
      521    0.000    0.000    0.000    0.000 enum.py:34(_is_sunder)
      746    0.000    0.000    0.000    0.000 ops.py:5169(<dictcomp>)
        1    0.000    0.000    0.000    0.000 model_flags_pb2.py:5(<module>)
      531    0.000    0.000    0.000    0.000 enum.py:26(_is_dunder)
        1    0.000    0.000    0.000    0.000 ops_util.py:15(<module>)
      550    0.000    0.000    0.000    0.000 callbacks.py:228(set_model)
        2    0.000    0.000    0.000    0.000 pyparsing.py:2863(__init__)
        1    0.000    0.000    0.000    0.000 normal.py:15(<module>)
        1    0.000    0.000    0.000    0.000 op_hint.py:64(<module>)
  215/209    0.000    0.000    0.000    0.000 data_structures.py:65(_wrap_or_unwrap)
       75    0.000    0.000    0.000    0.000 text_format.py:1324(NextToken)
        1    0.000    0.000    0.000    0.000 struct_pb2.py:4(<module>)
      550    0.000    0.000    0.000    0.000 callbacks.py:223(set_params)
     1741    0.000    0.000    0.000    0.000 tensor_shape.py:231(value)
       20    0.000    0.000    0.000    0.000 training.py:2859(_feed_output_shapes)
     3140    0.000    0.000    0.000    0.000 inspect.py:2835(parameters)
       19    0.000    0.000    0.000    0.000 backend.py:800(track_variable)
        1    0.000    0.000    0.000    0.000 dates.py:576(DateFormatter)
        1    0.000    0.000    0.000    0.000 profiler.py:31(<module>)
      270    0.000    0.000    0.000    0.000 tape.py:118(stop_recording)
        1    0.000    0.000    0.000    0.000 struct_pb2.py:5(<module>)
        1    0.000    0.000    0.000    0.000 markers.py:146(<module>)
        1    0.000    0.000    0.000    0.000 tfprof_options_pb2.py:5(<module>)
        1    0.000    0.000    0.000    0.000 nest.py:260(assert_same_structure)
        1    0.000    0.000    0.000    0.000 gen_list_ops.py:1608(_InitOpDefLibrary)
        1    0.000    0.000    0.000    0.000 status_codes.py:18(<module>)
       50    0.000    0.000    0.000    0.000 linecache.py:53(checkcache)
        1    0.000    0.000    0.000    0.000 {built-in method _pywrap_tensorflow_internal.AssertSameStructure}
        1    0.000    0.000    0.000    0.000 absltest.py:172(get_default_test_tmpdir)
       19    0.000    0.000    0.000    0.000 session.py:1333(<listcomp>)
      552    0.000    0.000    0.000    0.000 monitoring.py:286(__init__)
        2    0.000    0.000    0.000    0.000 qt_compat.py:65(_setup_pyqt5)
       20    0.000    0.000    0.000    0.000 training.py:2862(<listcomp>)
        1    0.000    0.000    0.000    0.000 pretty_printer.py:15(<module>)
       40    0.000    0.000    0.000    0.000 _internal.py:262(__array_interface__)
       10    0.000    0.000    0.000    0.000 pyparsing.py:3124(__init__)
     1090    0.000    0.000    0.000    0.000 {method 'get' of 'mappingproxy' objects}
    70/46    0.000    0.000    0.000    0.000 tensor_util.py:283(_FilterInt)
        8    0.000    0.000    0.000    0.000 _defines.py:236(DEFINE_string)
        1    0.000    0.000    0.000    0.000 status_codes.py:104(_init)
        3    0.000    0.000    0.000    0.000 control_flow_ops.py:449(_convert_flows_to_tensorarrays)
        1    0.000    0.000    0.000    0.000 axis.py:34(Tick)
  109/105    0.000    0.000    0.000    0.000 __init__.py:270(wrapper)
        1    0.000    0.000    0.000    0.000 op_def_pb2.py:4(<module>)
        1    0.000    0.000    0.000    0.000 poolmanager.py:1(<module>)
        1    0.000    0.000    0.000    0.000 annos.py:15(<module>)
       58    0.000    0.000    0.000    0.000 tensor_util.py:290(_FilterFloat)
      189    0.000    0.000    0.000    0.000 traceable_stack.py:73(copy_metadata)
        1    0.000    0.000    0.000    0.000 tempfile.py:426(gettempdir)
       81    0.000    0.000    0.000    0.000 sre_parse.py:267(getuntil)
       20    0.000    0.000    0.000    0.000 training_utils.py:444(check_array_lengths)
     2102    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:424(has_location)
       44    0.000    0.000    0.000    0.000 data_structures.py:173(_layers)
       72    0.000    0.000    0.000    0.000 {built-in method _pywrap_tensorflow_internal.TF_GraphSetTensorShape_wrapper}
        1    0.000    0.000    0.000    0.000 extras.py:10(<module>)
        1    0.000    0.000    0.000    0.000 glob.py:1(<module>)
        1    0.000    0.000    0.000    0.000 wrappers_pb2.py:4(<module>)
     19/4    0.000    0.000    0.000    0.000 pyparsing.py:3319(streamline)
       69    0.000    0.000    0.000    0.000 {method 'get_methods' of 'ObjectInfo' objects}
        3    0.000    0.000    0.000    0.000 control_flow_ops.py:455(<listcomp>)
        1    0.000    0.000    0.000    0.000 cm.py:100(<dictcomp>)
     1540    0.000    0.000    0.000    0.000 {method 'release' of '_thread.lock' objects}
        1    0.000    0.000    0.000    0.000 api_def_pb2.py:5(<module>)
        1    0.000    0.000    0.000    0.000 main_op.py:19(<module>)
       18    0.000    0.000    0.000    0.000 text_format.py:853(_MergeScalarField)
      769    0.000    0.000    0.000    0.000 lock_util.py:119(__init__)
        1    0.000    0.000    0.000    0.000 relativedelta.py:2(<module>)
      600    0.000    0.000    0.000    0.000 base_layer.py:693(dtype)
       33    0.000    0.000    0.000    0.000 selections.py:244(__init__)
      120    0.000    0.000    0.000    0.000 pyparsing.py:2368(__init__)
        1    0.000    0.000    0.000    0.000 tempfile.py:325(_get_default_tempdir)
        1    0.000    0.000    0.000    0.000 merge.py:18(<module>)
      539    0.000    0.000    0.000    0.000 {method 'decode' of 'bytes' objects}
        1    0.000    0.000    0.000    0.000 optimizers.py:785(deserialize)
       16    0.000    0.000    0.000    0.000 uuid.py:759(uuid4)
        1    0.000    0.000    0.000    0.000 gen_spectral_ops.py:1381(_InitOpDefLibrary)
        1    0.000    0.000    0.000    0.000 sequence.py:16(<module>)
        1    0.000    0.000    0.000    0.000 training_util.py:15(<module>)
       84    0.000    0.000    0.000    0.000 {method 'read' of '_io.BufferedReader' objects}
        1    0.000    0.000    0.000    0.000 dataframe_iterator.py:2(<module>)
       22    0.000    0.000    0.000    0.000 tf_utils.py:304(are_all_symbolic_tensors)
        5    0.000    0.000    0.000    0.000 tf_inspect.py:324(getmembers)
       19    0.000    0.000    0.000    0.000 path.py:96(__init__)
        5    0.000    0.000    0.000    0.000 enum.py:793(_missing_)
       20    0.000    0.000    0.000    0.000 _helpers.py:108(get_calling_module_object_and_name)
       52    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:433(spec_from_loader)
        1    0.000    0.000    0.000    0.000 supervisor.py:15(<module>)
     2238    0.000    0.000    0.000    0.000 ops.py:2135(_id)
        1    0.000    0.000    0.000    0.000 variables.py:266(Variable)
       19    0.000    0.000    0.000    0.000 _add_newdocs.py:6704(add_newdoc_for_scalar_type)
        1    0.000    0.000    0.000    0.000 text.py:16(<module>)
       20    0.000    0.000    0.000    0.000 train.py:44(<listcomp>)
      618    0.000    0.000    0.000    0.000 _inspect.py:28(isfunction)
        1    0.000    0.000    0.000    0.000 multinomial.py:15(<module>)
        1    0.000    0.000    0.000    0.000 cost_graph_pb2.py:4(<module>)
        1    0.000    0.000    0.000    0.000 attr_value_pb2.py:4(<module>)
        1    0.000    0.000    0.000    0.000 opcode.py:5(<module>)
        1    0.000    0.000    0.000    0.000 stride_tricks.py:7(<module>)
        2    0.000    0.000    0.000    0.000 nn_ops.py:1069(_build_op)
      628    0.000    0.000    0.000    0.000 {built-in method numpy.core._multiarray_umath.normalize_axis_index}
      345    0.000    0.000    0.000    0.000 enum.py:18(_is_descriptor)
        3    0.000    0.000    0.000    0.000 control_flow_ops.py:435(_make_tensor_array)
        5    0.000    0.000    0.000    0.000 enum.py:800(_create_pseudo_member_)
       20    0.000    0.000    0.000    0.000 module.py:254(get_introspection_module)
       60    0.000    0.000    0.000    0.000 _methods.py:44(_any)
      746    0.000    0.000    0.000    0.000 _collections_abc.py:698(__init__)
        1    0.000    0.000    0.000    0.000 tarfile.py:30(<module>)
        6    0.000    0.000    0.000    0.000 control_flow_ops.py:528(_EnforceShapeInvariant)
        1    0.000    0.000    0.000    0.000 graph_util_impl.py:16(<module>)
       55    0.000    0.000    0.000    0.000 deprecation.py:395(_get_deprecated_positional_arguments)
        2    0.000    0.000    0.000    0.000 optimizer_v2.py:226(__init__)
      299    0.000    0.000    0.000    0.000 sre_parse.py:897(fix_flags)
        2    0.000    0.000    0.000    0.000 nn_ops.py:158(__init__)
       69    0.000    0.000    0.000    0.000 pyparsing.py:2412(__init__)
        2    0.000    0.000    0.000    0.000 pyparsing.py:4681(originalTextFor)
        1    0.000    0.000    0.000    0.000 ImageFilter.py:17(<module>)
       18    0.000    0.000    0.000    0.000 abc.py:130(register)
       58    0.000    0.000    0.000    0.000 gradients_util.py:831(_SetGrad)
     1148    0.000    0.000    0.000    0.000 version.py:244(<genexpr>)
        1    0.000    0.000    0.000    0.000 tf_decorator.py:57(<module>)
        7    0.000    0.000    0.000    0.000 {built-in method gi._gi.enum_add}
      169    0.000    0.000    0.000    0.000 ops.py:4710(_pop_control_dependencies_controller)
       14    0.000    0.000    0.000    0.000 pyparsing.py:2026(__call__)
       75    0.000    0.000    0.000    0.000 cm.py:65(_reverse_cmap_spec)
        1    0.000    0.000    0.000    0.000 qual_names.py:22(<module>)
       94    0.000    0.000    0.000    0.000 __init__.py:2896(<listcomp>)
        5    0.000    0.000    0.000    0.000 inspect.py:316(getmembers)
     1358    0.000    0.000    0.000    0.000 {method 'rfind' of 'str' objects}
      828    0.000    0.000    0.000    0.000 {method 'copy' of 'dict' objects}
        2    0.000    0.000    0.000    0.000 tensor_shape.py:15(<module>)
        1    0.000    0.000    0.000    0.000 offsetbox.py:15(<module>)
       11    0.000    0.000    0.000    0.000 base_layer.py:1636(_set_mask_metadata)
      113    0.000    0.000    0.000    0.000 enum.py:453(_find_data_type)
        1    0.000    0.000    0.000    0.000 dnn.py:15(<module>)
        1    0.000    0.000    0.000    0.000 url.py:1(<module>)
        1    0.000    0.000    0.000    0.000 scale.py:759(_get_scale_docs)
        1    0.000    0.000    0.000    0.000 layer_utils.py:17(<module>)
        1    0.000    0.000    0.000    0.000 counter.py:15(<module>)
       63    0.000    0.000    0.000    0.000 {tensorflow.python.framework.fast_tensor_util.AppendFloat32ArrayToTensorProto}
      759    0.000    0.000    0.000    0.000 ops.py:2394(__init__)
      100    0.000    0.000    0.000    0.000 tf_export.py:349(export_constant)
      564    0.000    0.000    0.000    0.000 op_def_library.py:88(<listcomp>)
        1    0.000    0.000    0.000    0.000 geo.py:1(<module>)
        2    0.000    0.000    0.000    0.000 types_pb2.py:5(<module>)
       31    0.000    0.000    0.000    0.000 getlimits.py:365(__new__)
        1    0.000    0.000    0.000    0.000 einsumfunc.py:4(<module>)
        1    0.000    0.000    0.000    0.000 monitoring.py:15(<module>)
       20    0.000    0.000    0.000    0.000 callbacks.py:298(on_epoch_end)
        1    0.000    0.000    0.000    0.000 widgets.py:10(<module>)
        1    0.000    0.000    0.000    0.000 device_properties_pb2.py:5(<module>)
     1982    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:719(create_module)
       18    0.000    0.000    0.000    0.000 {built-in method _abc._abc_register}
      614    0.000    0.000    0.000    0.000 _inspect.py:43(iscode)
      134    0.000    0.000    0.000    0.000 tensor_shape.py:1149(as_list)
        1    0.000    0.000    0.000    0.000 __init__.py:664(matplotlib_fname)
       20    0.000    0.000    0.000    0.000 training_utils.py:495(check_loss_and_target_compatibility)
        1    0.000    0.000    0.000    0.000 __init__.py:3000(DistInfoDistribution)
        1    0.000    0.000    0.000    0.000 markers.py:165(MarkerStyle)
        1    0.000    0.000    0.000    0.000 _flag.py:19(<module>)
      495    0.000    0.000    0.000    0.000 symbol_database.py:85(RegisterMessageDescriptor)
      372    0.000    0.000    0.000    0.000 __init__.py:2553(is_version_line)
        4    0.000    0.000    0.000    0.000 core.py:122(doc_note)
        1    0.000    0.000    0.000    0.000 resnet.py:15(<module>)
       27    0.000    0.000    0.000    0.000 distribution_strategy_context.py:174(get_strategy)
  263/261    0.000    0.000    0.000    0.000 pyparsing.py:554(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:14(<module>)
       64    0.000    0.000    0.000    0.000 tensor_shape.py:269(merge_with)
        1    0.000    0.000    0.000    0.000 recurrent.py:981(__init__)
